,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,status
0,0.276505,-0.960045,0.043091,0.601391,0.207834,0.771449,-0.749582,-0.187395,0.63483,0.910425,0.247812,-0.33123,0.101041,0.64324,0.758968,0.401142,-0.724452,0.560583,1.0
1,0.304657,-0.951881,0.033253,0.608743,0.221447,0.761835,-0.73254,-0.211856,0.646916,0.901338,0.25282,-0.351667,0.120952,0.632719,0.764877,0.415883,-0.731948,0.539715,1.0
2,0.341792,-0.939716,0.010512,0.616269,0.232565,0.752413,-0.709499,-0.250691,0.658607,0.904133,0.243646,-0.350969,0.135741,0.61509,0.776683,0.405114,-0.749866,0.523051,1.0
3,0.354376,-0.935102,-0.001021,0.622088,0.234937,0.746867,-0.698157,-0.265307,0.664972,0.907636,0.236492,-0.346794,0.141649,0.605153,0.783405,0.395133,-0.760171,0.51576,1.0
4,0.383855,-0.92324,-0.016782,0.62772,0.247572,0.738021,-0.677216,-0.293828,0.674568,0.908247,0.234379,-0.34663,0.148958,0.593025,0.791284,0.391021,-0.770315,0.503701,1.0
5,0.415466,-0.909184,-0.02778,0.629669,0.265429,0.730112,-0.656433,-0.320828,0.682762,0.904783,0.240119,-0.351724,0.153405,0.586688,0.795149,0.397283,-0.773394,0.49399,1.0
6,0.449512,-0.892518,-0.036727,0.630219,0.287732,0.721133,-0.633057,-0.347304,0.691821,0.905263,0.232237,-0.355756,0.164798,0.579858,0.797875,0.391585,-0.780916,0.486652,1.0
7,0.468233,-0.882753,-0.038787,0.627816,0.301479,0.717604,-0.621774,-0.360357,0.695369,0.907744,0.222412,-0.355712,0.17098,0.578146,0.797817,0.383098,-0.785034,0.486781,1.0
8,0.510563,-0.858437,-0.04908,0.62056,0.328371,0.712093,-0.595172,-0.394026,0.700366,0.910101,0.214639,-0.354464,0.175332,0.575598,0.798714,0.375464,-0.78906,0.48622,1.0
9,0.545837,-0.83627,-0.052088,0.609292,0.353477,0.7098,-0.575173,-0.419172,0.702474,0.919512,0.188664,-0.344822,0.184034,0.56853,0.801813,0.347315,-0.800736,0.48805,1.0
10,0.560787,-0.826276,-0.052774,0.604075,0.364725,0.708568,-0.566225,-0.429235,0.703666,0.923586,0.170205,-0.343537,0.193819,0.565833,0.801415,0.330789,-0.80676,0.489607,1.0
11,0.59738,-0.800122,-0.054237,0.593558,0.395651,0.70082,-0.539283,-0.450849,0.711273,0.929406,0.131028,-0.345013,0.217768,0.56005,0.799325,0.297958,-0.818031,0.491981,1.0
12,0.62766,-0.776357,-0.057549,0.586522,0.422985,0.690706,-0.511892,-0.467282,0.720842,0.932609,0.088204,-0.34994,0.243951,0.560488,0.791416,0.265943,-0.823451,0.501199,1.0
13,0.661153,-0.747752,-0.06118,0.578279,0.455954,0.676534,-0.477984,-0.482672,0.733865,0.927841,0.057974,-0.368441,0.269818,0.57768,0.770378,0.257503,-0.814201,0.520353,1.0
14,0.675977,-0.734058,-0.064905,0.574839,0.47014,0.669722,-0.461101,-0.490027,0.739769,0.924606,0.038716,-0.378951,0.28564,0.5877,0.756979,0.252017,-0.808151,0.532332,1.0
15,0.714509,-0.695375,-0.077006,0.557958,0.49996,0.662361,-0.422089,-0.516229,0.745216,0.918949,-0.00316,-0.39436,0.314838,0.608084,0.728772,0.237502,-0.793865,0.559793,1.0
16,0.745199,-0.660209,-0.093813,0.545059,0.522001,0.656067,-0.384171,-0.540035,0.748848,0.915595,-0.048128,-0.399208,0.338002,0.629893,0.699277,0.217804,-0.775188,0.592994,1.0
17,0.756381,-0.646394,-0.100303,0.539876,0.530303,0.65369,-0.36935,-0.548591,0.750085,0.915368,-0.069742,-0.396531,0.345744,0.640827,0.68542,0.206305,-0.76451,0.610705,1.0
18,0.777627,-0.617902,-0.116152,0.531511,0.547393,0.646417,-0.335843,-0.564408,0.75409,0.923029,-0.111899,-0.368096,0.344962,0.664342,0.663061,0.170347,-0.739004,0.651808,1.0
19,0.790985,-0.597187,-0.133077,0.529415,0.559017,0.638137,-0.306695,-0.57521,0.758335,0.925978,-0.152188,-0.345547,0.349996,0.689314,0.634309,0.141657,-0.708297,0.691555,1.0
20,0.794798,-0.590928,-0.138198,0.529406,0.563798,0.633924,-0.296688,-0.577005,0.760947,0.924455,-0.16894,-0.34182,0.356633,0.700261,0.618423,0.134887,-0.693609,0.707609,1.0
21,0.803011,-0.577349,-0.147784,0.528594,0.575464,0.624041,-0.275245,-0.57923,0.767288,0.917405,-0.198429,-0.344953,0.375585,0.718246,0.585711,0.131539,-0.666894,0.733449,1.0
22,0.811077,-0.563696,-0.156206,0.526303,0.586734,0.615424,-0.255261,-0.581368,0.772562,0.908826,-0.221008,-0.353819,0.395351,0.727005,0.561391,0.133157,-0.65009,0.748098,1.0
23,0.819011,-0.549854,-0.163952,0.523097,0.598126,0.607135,-0.235772,-0.583013,0.777499,0.905261,-0.226666,-0.359337,0.40205,0.730418,0.552127,0.137317,-0.644291,0.75235,1.0
24,0.819555,-0.548569,-0.165532,0.523604,0.599637,0.605205,-0.232738,-0.582672,0.778669,0.905668,-0.22202,-0.361208,0.399673,0.731402,0.55255,0.141512,-0.644792,0.751143,1.0
25,0.822479,-0.54331,-0.168347,0.521146,0.601237,0.605739,-0.227888,-0.585942,0.777649,0.90651,-0.21291,-0.364566,0.394456,0.734918,0.551633,0.150477,-0.643866,0.750194,1.0
26,0.828704,-0.532106,-0.17353,0.516348,0.607231,0.603865,-0.215947,-0.590028,0.777967,0.906813,-0.208325,-0.366454,0.391849,0.737044,0.550653,0.155379,-0.642935,0.749994,1.0
27,0.830075,-0.530168,-0.172905,0.515429,0.611069,0.600771,-0.212853,-0.587806,0.780497,0.907437,-0.203594,-0.367567,0.388528,0.739668,0.549486,0.160006,-0.641434,0.750305,1.0
28,0.832842,-0.524661,-0.17636,0.515781,0.620008,0.591235,-0.200853,-0.583369,0.786979,0.907578,-0.197114,-0.370738,0.385562,0.740861,0.549968,0.16626,-0.642082,0.748389,1.0
29,0.836249,-0.520196,-0.173443,0.512215,0.628121,0.585746,-0.19576,-0.57867,0.791718,0.909574,-0.182951,-0.373098,0.374857,0.748711,0.546729,0.179318,-0.637149,0.749589,1.0
30,0.838636,-0.517162,-0.170972,0.509457,0.633687,0.582145,-0.19272,-0.575311,0.794906,0.909246,-0.174013,-0.37814,0.370101,0.753726,0.543066,0.190514,-0.633731,0.749725,1.0
31,0.839503,-0.515725,-0.171058,0.508801,0.635673,0.580551,-0.190668,-0.57441,0.796051,0.909727,-0.169338,-0.379103,0.366637,0.756141,0.542059,0.194864,-0.632119,0.749968,1.0
32,0.841482,-0.512427,-0.171248,0.507497,0.640926,0.575899,-0.185349,-0.571517,0.799383,0.909106,-0.164888,-0.382538,0.364789,0.758522,0.539974,0.201129,-0.63044,0.749727,1.0
33,0.84345,-0.510151,-0.168332,0.504836,0.645585,0.573027,-0.183658,-0.5683,0.802061,0.908157,-0.157918,-0.3877,0.360877,0.764708,0.533843,0.212175,-0.624726,0.751464,1.0
34,0.843592,-0.510048,-0.167931,0.504421,0.64545,0.573544,-0.184145,-0.568545,0.801776,0.906128,-0.153988,-0.393978,0.360951,0.767107,0.53034,0.220558,-0.622763,0.750679,1.0
35,0.843897,-0.509882,-0.166904,0.503638,0.64568,0.573973,-0.184892,-0.568434,0.801684,0.903115,-0.148847,-0.402773,0.360575,0.772226,0.523117,0.233168,-0.617665,0.75108,1.0
36,0.844576,-0.50943,-0.164834,0.502074,0.646531,0.574385,-0.186039,-0.56787,0.801817,0.901393,-0.144038,-0.40834,0.358896,0.776127,0.518477,0.242244,-0.613904,0.751291,1.0
37,0.845202,-0.508996,-0.162958,0.500635,0.647302,0.574773,-0.187075,-0.567382,0.801922,0.900347,-0.142909,-0.411037,0.357216,0.782157,0.510516,0.248538,-0.60647,0.755262,1.0
38,0.845437,-0.508831,-0.162253,0.500092,0.647592,0.574919,-0.187463,-0.567199,0.801961,0.900145,-0.143136,-0.411398,0.356145,0.785632,0.505908,0.250794,-0.601908,0.75816,1.0
39,0.845903,-0.5085,-0.160855,0.499009,0.648155,0.575225,-0.188243,-0.566853,0.802023,0.898896,-0.153943,-0.410226,0.36212,0.788117,0.497735,0.246684,-0.595964,0.764181,1.0
40,0.846555,-0.508029,-0.1589,0.497497,0.648966,0.575619,-0.189311,-0.566346,0.802129,0.89947,-0.163311,-0.405318,0.365107,0.790511,0.491721,0.240105,-0.590272,0.770667,1.0
