,x1,y1,z1,x2,y2,z2,status
0,0.044084,0.045378,-0.011567,0.064789,0.042691,-0.055917,1.0
1,0.043922,0.045324,-0.011595,0.065002,0.042905,-0.056166,1.0
2,0.043753,0.045295,-0.011641,0.06539,0.043114,-0.056522,1.0
3,0.043689,0.045284,-0.011666,0.065671,0.04321,-0.056761,1.0
4,0.043562,0.045271,-0.011681,0.066404,0.043342,-0.057339,1.0
5,0.043456,0.045274,-0.011696,0.067356,0.043469,-0.05804,1.0
6,0.043372,0.045337,-0.011748,0.068457,0.04358,-0.058787,1.0
7,0.043342,0.045392,-0.011785,0.069067,0.043601,-0.059162,1.0
8,0.043288,0.045519,-0.011918,0.070412,0.043522,-0.059879,1.0
9,0.043289,0.045736,-0.01214,0.071862,0.04331,-0.060469,1.0
10,0.04332,0.045846,-0.012276,0.072596,0.043173,-0.060687,1.0
11,0.043407,0.046066,-0.012675,0.074082,0.042864,-0.060966,1.0
12,0.043596,0.046229,-0.013191,0.075452,0.042536,-0.061014,1.0
13,0.043912,0.046386,-0.013801,0.076599,0.042154,-0.06079,1.0
14,0.044103,0.046482,-0.014132,0.077108,0.041899,-0.060592,1.0
15,0.044522,0.046636,-0.014715,0.077953,0.041207,-0.060059,1.0
16,0.045011,0.046928,-0.015231,0.078401,0.040326,-0.059299,1.0
17,0.045267,0.047104,-0.015446,0.078504,0.03987,-0.058836,1.0
18,0.045746,0.04745,-0.015757,0.07852,0.038974,-0.057772,1.0
19,0.046183,0.047658,-0.015881,0.078335,0.038158,-0.056528,1.0
20,0.046365,0.047684,-0.015895,0.078195,0.037823,-0.055903,1.0
21,0.04663,0.047687,-0.01584,0.077881,0.037211,-0.054599,1.0
22,0.046713,0.047671,-0.015759,0.077561,0.036653,-0.053372,1.0
23,0.046611,0.047666,-0.015691,0.077171,0.036306,-0.052313,1.0
24,0.046502,0.047658,-0.015668,0.076973,0.036235,-0.051877,1.0
25,0.046238,0.047618,-0.015618,0.07657,0.036292,-0.0512,1.0
