,x1,y1,z1,x2,y2,z2,status
0,0.06013,0.064201,-0.026701,0.089528,0.038601,-0.064655,1.0
1,0.060264,0.064919,-0.02625,0.089796,0.038332,-0.064811,1.0
2,0.060776,0.066292,-0.02505,0.090376,0.037647,-0.065048,1.0
3,0.061401,0.067711,-0.02348,0.09099,0.036696,-0.065092,1.0
4,0.061802,0.069017,-0.021728,0.091491,0.035687,-0.064763,1.0
5,0.061981,0.069719,-0.020746,0.091796,0.035134,-0.064492,1.0
6,0.061929,0.070835,-0.018972,0.09249,0.033819,-0.063688,1.0
7,0.061844,0.071484,-0.017333,0.093157,0.032661,-0.062674,1.0
8,0.061938,0.071532,-0.016623,0.093471,0.032268,-0.062217,1.0
9,0.061884,0.07074,-0.015721,0.094009,0.031995,-0.061522,1.0
10,0.061874,0.06908,-0.015685,0.094362,0.032283,-0.060803,1.0
11,0.062137,0.067523,-0.016581,0.094731,0.032758,-0.06001,1.0
12,0.062383,0.066987,-0.017279,0.094973,0.032957,-0.059643,1.0
13,0.062963,0.066132,-0.018976,0.095556,0.033311,-0.058904,1.0
14,0.063458,0.065183,-0.020848,0.096222,0.033751,-0.058143,1.0
15,0.063694,0.06462,-0.021932,0.096605,0.03401,-0.057803,1.0
16,0.064219,0.063671,-0.024222,0.097221,0.034645,-0.05725,1.0
17,0.064814,0.063308,-0.026373,0.097433,0.035432,-0.056729,1.0
18,0.065133,0.062937,-0.028216,0.09727,0.036155,-0.055941,1.0
19,0.065318,0.062702,-0.028895,0.097158,0.036442,-0.055447,1.0
20,0.065757,0.062261,-0.029604,0.096986,0.036686,-0.054393,1.0
21,0.066155,0.061746,-0.029617,0.096733,0.03667,-0.053362,1.0
22,0.066473,0.061444,-0.029403,0.096532,0.036609,-0.052899,1.0
23,0.067023,0.060722,-0.028593,0.096036,0.036344,-0.052027,1.0
24,0.067287,0.060153,-0.027511,0.095644,0.035898,-0.051282,1.0
25,0.067403,0.060035,-0.026928,0.095449,0.035668,-0.050977,1.0
26,0.067375,0.05987,-0.025766,0.09508,0.035259,-0.050398,1.0
27,0.066964,0.059561,-0.024794,0.094924,0.034979,-0.049948,1.0
28,0.066647,0.059059,-0.02415,0.095008,0.034855,-0.049849,1.0
29,0.0665,0.05894,-0.023949,0.095082,0.034843,-0.049889,1.0
30,0.066139,0.058856,-0.023802,0.095185,0.034942,-0.050063,1.0
31,0.065935,0.058744,-0.024034,0.095101,0.035215,-0.050229,1.0
32,0.065902,0.05864,-0.024381,0.094904,0.035379,-0.050221,1.0
33,0.065982,0.058546,-0.024564,0.094797,0.035422,-0.050153,1.0
34,0.066517,0.058223,-0.024923,0.094549,0.035535,-0.049935,1.0
35,0.067167,0.057841,-0.025268,0.094276,0.035712,-0.049584,1.0
36,0.067548,0.057631,-0.025461,0.09419,0.035799,-0.04935,1.0
37,0.068397,0.057337,-0.025748,0.094118,0.035937,-0.048789,1.0
38,0.069103,0.057336,-0.025879,0.094082,0.036062,-0.048202,1.0
39,0.069382,0.057347,-0.025906,0.094055,0.036135,-0.047897,1.0
40,0.069706,0.057329,-0.025946,0.094006,0.036264,-0.047377,1.0
41,0.069717,0.057318,-0.02609,0.093956,0.036253,-0.046944,1.0
42,0.069483,0.057391,-0.026177,0.093931,0.036116,-0.046647,1.0
43,0.069275,0.057366,-0.026148,0.093923,0.036016,-0.046565,1.0
44,0.068885,0.05729,-0.025971,0.093895,0.035793,-0.046439,1.0
45,0.068603,0.05727,-0.025743,0.093876,0.035682,-0.046338,1.0
46,0.06854,0.057225,-0.025602,0.093877,0.035678,-0.046318,1.0
47,0.068654,0.057026,-0.025339,0.093836,0.035698,-0.046318,1.0
48,0.068978,0.056747,-0.025325,0.093757,0.035745,-0.046287,1.0
49,0.069203,0.056533,-0.025545,0.093752,0.035745,-0.046264,1.0
50,0.069391,0.056494,-0.025686,0.093804,0.035674,-0.046281,1.0
51,0.069809,0.056551,-0.026101,0.094023,0.035483,-0.046437,1.0
52,0.070297,0.056589,-0.026626,0.094427,0.035335,-0.046699,1.0
53,0.070701,0.056558,-0.026891,0.094732,0.035217,-0.046833,1.0
54,0.071636,0.056561,-0.027387,0.095375,0.035013,-0.047031,1.0
55,0.072834,0.05642,-0.02793,0.096023,0.034982,-0.047156,1.0
56,0.073863,0.056473,-0.02834,0.096554,0.035004,-0.047126,1.0
57,0.074217,0.056667,-0.028591,0.096754,0.035025,-0.047074,1.0
58,0.074712,0.057004,-0.029085,0.096975,0.035074,-0.046876,1.0
59,0.074954,0.057248,-0.029225,0.097017,0.035083,-0.046493,1.0
60,0.075015,0.057496,-0.029228,0.096972,0.03507,-0.046229,1.0
61,0.075052,0.057961,-0.029134,0.096739,0.035012,-0.045524,1.0
62,0.074966,0.058509,-0.028989,0.096326,0.034962,-0.044761,1.0
63,0.074779,0.059161,-0.028864,0.095767,0.034955,-0.044152,1.0
64,0.074695,0.059358,-0.028722,0.095478,0.034928,-0.04391,1.0
65,0.074499,0.059403,-0.028315,0.094997,0.034834,-0.043498,1.0
66,0.074486,0.059192,-0.027866,0.09461,0.034787,-0.043162,1.0
67,0.074545,0.058955,-0.027521,0.094466,0.034789,-0.043019,1.0
68,0.074663,0.058497,-0.026785,0.094207,0.034827,-0.04275,1.0
69,0.074845,0.05831,-0.026122,0.094057,0.034975,-0.042589,1.0
70,0.074831,0.058048,-0.025522,0.094014,0.035136,-0.042457,1.0
71,0.074798,0.057941,-0.025289,0.093993,0.035203,-0.042363,1.0
