,x1,y1,z1,x2,y2,z2,status
0,0.028516,0.05443,-0.01261,0.05615,0.046193,-0.055553,1.0
1,0.028508,0.054401,-0.012642,0.056169,0.046284,-0.055612,1.0
2,0.028467,0.054366,-0.012678,0.056226,0.046351,-0.055642,1.0
3,0.028443,0.054342,-0.012705,0.056271,0.046357,-0.055656,1.0
4,0.028356,0.054279,-0.012777,0.0564,0.04633,-0.055687,1.0
5,0.028261,0.054224,-0.012887,0.056658,0.046308,-0.055735,1.0
6,0.028201,0.05414,-0.013023,0.056968,0.046316,-0.055818,1.0
7,0.02819,0.054082,-0.013096,0.057139,0.046331,-0.055878,1.0
8,0.028201,0.053952,-0.013236,0.05753,0.046374,-0.056042,1.0
9,0.028207,0.053811,-0.013374,0.058013,0.046449,-0.056281,1.0
10,0.028197,0.053742,-0.013437,0.058282,0.046496,-0.056424,1.0
11,0.02819,0.053615,-0.013526,0.058854,0.04661,-0.056741,1.0
12,0.028195,0.05346,-0.013517,0.059443,0.046733,-0.057055,1.0
13,0.028228,0.053192,-0.01336,0.060013,0.04684,-0.057304,1.0
14,0.028254,0.052995,-0.013205,0.060276,0.046883,-0.057391,1.0
15,0.028328,0.05246,-0.012762,0.060729,0.046925,-0.057478,1.0
16,0.028485,0.051758,-0.01215,0.061121,0.046894,-0.057464,1.0
17,0.028596,0.051378,-0.011813,0.06128,0.046881,-0.057433,1.0
18,0.028866,0.050575,-0.011081,0.061499,0.046909,-0.057361,1.0
19,0.029196,0.049803,-0.010303,0.061607,0.046958,-0.057292,1.0
20,0.029498,0.049083,-0.009525,0.061635,0.046991,-0.057222,1.0
21,0.029643,0.048787,-0.009125,0.061623,0.047007,-0.057189,1.0
22,0.029869,0.048399,-0.00841,0.061602,0.047024,-0.057131,1.0
23,0.029997,0.04825,-0.007769,0.061589,0.047025,-0.057092,1.0
24,0.030022,0.048263,-0.00748,0.06159,0.047022,-0.05708,1.0
25,0.029995,0.048427,-0.006991,0.061589,0.047006,-0.057066,1.0
26,0.029881,0.048699,-0.006579,0.061589,0.046998,-0.057052,1.0
27,0.029816,0.048854,-0.006398,0.061585,0.047002,-0.057048,1.0
28,0.029692,0.049164,-0.006054,0.061574,0.04699,-0.057023,1.0
29,0.029594,0.049412,-0.005735,0.061556,0.046994,-0.056988,1.0
30,0.029512,0.049579,-0.005422,0.061555,0.047003,-0.056947,1.0
31,0.029484,0.049635,-0.005278,0.061552,0.047012,-0.05693,1.0
32,0.029458,0.04969,-0.00503,0.061562,0.047031,-0.056907,1.0
33,0.029455,0.049678,-0.004847,0.061569,0.047038,-0.056899,1.0
34,0.029459,0.049661,-0.004791,0.061569,0.047036,-0.056902,1.0
35,0.029457,0.049642,-0.004737,0.061568,0.047036,-0.056909,1.0
36,0.029436,0.04964,-0.004723,0.061569,0.047041,-0.056904,1.0
37,0.029381,0.049627,-0.004732,0.061564,0.047042,-0.056902,1.0
38,0.029342,0.049623,-0.004734,0.061565,0.04705,-0.056901,1.0
39,0.029252,0.049618,-0.004703,0.06157,0.047049,-0.056902,1.0
40,0.02912,0.049611,-0.004642,0.06157,0.047044,-0.056899,1.0
41,0.029052,0.049624,-0.004593,0.06157,0.047044,-0.056899,1.0
42,0.028912,0.049634,-0.004423,0.061565,0.047049,-0.056902,1.0
43,0.028791,0.049657,-0.004138,0.061569,0.047041,-0.056903,1.0
44,0.028677,0.049636,-0.003758,0.061569,0.047041,-0.056903,1.0
45,0.028621,0.049616,-0.003553,0.061569,0.047042,-0.056903,1.0
46,0.028541,0.049594,-0.003156,0.061564,0.047046,-0.056905,1.0
47,0.028485,0.049592,-0.002792,0.061564,0.047046,-0.056905,1.0
48,0.028479,0.04959,-0.002653,0.06157,0.047046,-0.056906,1.0
49,0.028468,0.049617,-0.00244,0.061564,0.047051,-0.056908,1.0
50,0.028482,0.049667,-0.002323,0.061564,0.047051,-0.056908,1.0
51,0.028508,0.049726,-0.002272,0.061564,0.047051,-0.056908,1.0
52,0.02852,0.049748,-0.00225,0.061564,0.047051,-0.056908,1.0
53,0.028534,0.049778,-0.00222,0.061564,0.047051,-0.056908,1.0
54,0.028531,0.049814,-0.002191,0.061565,0.047054,-0.056905,1.0
55,0.028533,0.049842,-0.002162,0.061565,0.047054,-0.056905,1.0
56,0.028532,0.049904,-0.002099,0.061565,0.047054,-0.056905,1.0
57,0.028538,0.049981,-0.002027,0.061565,0.047049,-0.056902,1.0
58,0.028545,0.050062,-0.001945,0.061565,0.047049,-0.056902,1.0
59,0.028543,0.050102,-0.001903,0.061565,0.047054,-0.056905,1.0
60,0.028549,0.050179,-0.001826,0.06156,0.047053,-0.056898,1.0
61,0.028545,0.050263,-0.00174,0.06156,0.047057,-0.056901,1.0
62,0.028543,0.050296,-0.001699,0.06156,0.047057,-0.056901,1.0
63,0.028542,0.05036,-0.001633,0.061566,0.047057,-0.056901,1.0
64,0.028542,0.050419,-0.001573,0.061565,0.047055,-0.056904,1.0
65,0.028552,0.05048,-0.001505,0.06156,0.047054,-0.056904,1.0
