,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,status
0,0.857533,0.056466,-0.511319,0.153452,0.920627,0.359022,0.491007,-0.386336,0.780804,0.697782,-0.235408,-0.676521,0.220762,0.969156,-0.109536,0.681441,-0.072917,0.728229,1.0
1,0.857798,0.056874,-0.51083,0.153422,0.920217,0.360085,0.490554,-0.387253,0.780635,0.697653,-0.235639,-0.676574,0.220909,0.969101,-0.109729,0.681526,-0.072909,0.728151,1.0
2,0.858003,0.057995,-0.51036,0.152087,0.920366,0.36027,0.490612,-0.386732,0.780857,0.697572,-0.235775,-0.67661,0.221007,0.969067,-0.109832,0.681577,-0.07292,0.728102,1.0
3,0.858042,0.059054,-0.510172,0.150684,0.920701,0.360004,0.490975,-0.385774,0.781102,0.697328,-0.236165,-0.676726,0.221218,0.968978,-0.110202,0.681759,-0.072857,0.727939,1.0
4,0.858276,0.059357,-0.509742,0.150287,0.920669,0.360251,0.490688,-0.385802,0.781268,0.697043,-0.236623,-0.676859,0.221424,0.968875,-0.110682,0.681983,-0.072723,0.727742,1.0
5,0.858935,0.060223,-0.508529,0.149116,0.92061,0.360889,0.489891,-0.38581,0.781765,0.696459,-0.237522,-0.677145,0.221629,0.968696,-0.111839,0.682512,-0.072184,0.727299,1.0
6,0.85974,0.061297,-0.50704,0.147635,0.920562,0.361619,0.488927,-0.385755,0.782395,0.695161,-0.24127,-0.677155,0.227588,0.967404,-0.111046,0.681875,-0.076917,0.727412,1.0
7,0.860181,0.061893,-0.506217,0.146763,0.920575,0.36194,0.488413,-0.385628,0.782779,0.700727,-0.237209,-0.672839,0.227409,0.968176,-0.104497,0.676214,-0.079785,0.732371,1.0
8,0.86354,0.062573,-0.500381,0.143017,0.921139,0.362005,0.483572,-0.384169,0.786492,0.715264,-0.23111,-0.659533,0.243671,0.966985,-0.074584,0.654997,-0.107362,0.747964,1.0
9,0.867895,0.062745,-0.492768,0.138421,0.922151,0.361214,0.477071,-0.381706,0.791645,0.750985,-0.20344,-0.628197,0.261742,0.965137,0.000345,0.606227,-0.164684,0.778052,1.0
