,x1,y1,z1,x2,y2,z2,status
0,0.041544,0.034283,0.000291,0.072167,0.032912,-0.067598,1.0
1,0.041727,0.034371,-6e-05,0.072167,0.032912,-0.067598,1.0
2,0.041869,0.03456,-0.000609,0.072167,0.03291,-0.067601,1.0
3,0.041953,0.03484,-0.001375,0.07216,0.032904,-0.067607,1.0
4,0.041985,0.03504,-0.001878,0.072159,0.032893,-0.067612,1.0
5,0.041987,0.035625,-0.003085,0.072126,0.032838,-0.067636,1.0
6,0.041943,0.036508,-0.004686,0.072084,0.032663,-0.067686,1.0
7,0.041902,0.037033,-0.005646,0.072066,0.032524,-0.067737,1.0
8,0.041854,0.038116,-0.007803,0.072051,0.032146,-0.067934,1.0
9,0.041827,0.039185,-0.010202,0.071958,0.031736,-0.068258,1.0
10,0.041836,0.039651,-0.011368,0.071846,0.03154,-0.06847,1.0
11,0.041876,0.040408,-0.013842,0.071569,0.03122,-0.068925,1.0
12,0.041898,0.040782,-0.016103,0.071236,0.030976,-0.069431,1.0
13,0.041942,0.040815,-0.018215,0.070873,0.030732,-0.069924,1.0
14,0.041939,0.040795,-0.01924,0.070699,0.030592,-0.070166,1.0
15,0.041883,0.040756,-0.021139,0.07033,0.030249,-0.070632,1.0
16,0.041699,0.040801,-0.023098,0.069924,0.029797,-0.071089,1.0
17,0.041598,0.040873,-0.024075,0.069707,0.029582,-0.071339,1.0
18,0.041419,0.040964,-0.025998,0.069216,0.029262,-0.071799,1.0
19,0.041323,0.040894,-0.027826,0.068483,0.029022,-0.072062,1.0
20,0.041279,0.040777,-0.028651,0.06799,0.028926,-0.072085,1.0
21,0.041218,0.040463,-0.030065,0.066815,0.028867,-0.071917,1.0
22,0.04118,0.040115,-0.031188,0.065355,0.028966,-0.071481,1.0
23,0.041109,0.039767,-0.032041,0.063857,0.029066,-0.070816,1.0
24,0.041043,0.039614,-0.032345,0.063294,0.029097,-0.070463,1.0
25,0.040823,0.039407,-0.03283,0.062537,0.029079,-0.069818,1.0
26,0.04043,0.039346,-0.033147,0.062372,0.02882,-0.069404,1.0
27,0.040192,0.039365,-0.033269,0.062448,0.028689,-0.0693,1.0
28,0.039717,0.039426,-0.033465,0.062791,0.028549,-0.069171,1.0
29,0.03927,0.039557,-0.033507,0.063201,0.028508,-0.069125,1.0
30,0.038752,0.039742,-0.033396,0.063525,0.028477,-0.069143,1.0
31,0.038455,0.039824,-0.033322,0.063634,0.028427,-0.069168,1.0
32,0.03787,0.040004,-0.033139,0.063764,0.028323,-0.06929,1.0
33,0.037252,0.040296,-0.032905,0.063828,0.028204,-0.069432,1.0
34,0.036986,0.040485,-0.032775,0.063864,0.028121,-0.069533,1.0
35,0.036438,0.040939,-0.03251,0.063862,0.027886,-0.069706,1.0
36,0.035942,0.041441,-0.032152,0.063847,0.027609,-0.070006,1.0
37,0.035612,0.041815,-0.031723,0.063754,0.027429,-0.070306,1.0
38,0.035513,0.041977,-0.031481,0.063726,0.02738,-0.07045,1.0
39,0.035475,0.042226,-0.030959,0.063678,0.027424,-0.070661,1.0
40,0.0356,0.042325,-0.030458,0.063477,0.027881,-0.070811,1.0
41,0.035707,0.042319,-0.030248,0.06341,0.028196,-0.070868,1.0
42,0.035925,0.042176,-0.029897,0.063477,0.028908,-0.07103,1.0
43,0.036122,0.041927,-0.029649,0.063633,0.029732,-0.071144,1.0
44,0.036305,0.041582,-0.029477,0.06382,0.030604,-0.071156,1.0
45,0.036384,0.041398,-0.029416,0.063911,0.031007,-0.071135,1.0
46,0.036556,0.041068,-0.029328,0.064072,0.031596,-0.071042,1.0
47,0.0367,0.040879,-0.029303,0.064114,0.031947,-0.070868,1.0
48,0.036767,0.04084,-0.029315,0.064093,0.032038,-0.070742,1.0
49,0.036876,0.040847,-0.029356,0.063983,0.032104,-0.070482,1.0
50,0.037019,0.040893,-0.029369,0.063766,0.032069,-0.070306,1.0
51,0.03723,0.040934,-0.02937,0.06346,0.032,-0.070261,1.0
52,0.037363,0.040958,-0.029359,0.06329,0.031966,-0.070276,1.0
53,0.037621,0.041044,-0.02931,0.062977,0.031894,-0.070381,1.0
54,0.037864,0.041186,-0.029183,0.062758,0.031782,-0.070547,1.0
55,0.037946,0.041274,-0.029085,0.062702,0.031705,-0.070649,1.0
56,0.038027,0.04147,-0.028856,0.062695,0.031536,-0.070869,1.0
57,0.03803,0.041681,-0.028611,0.062746,0.03137,-0.071085,1.0
58,0.038041,0.041883,-0.028348,0.062771,0.031302,-0.071256,1.0
59,0.038056,0.041957,-0.028253,0.062751,0.031306,-0.0713,1.0
60,0.038137,0.042083,-0.028135,0.062648,0.031325,-0.071322,1.0
61,0.038267,0.0422,-0.028031,0.062509,0.031319,-0.071262,1.0
62,0.038352,0.042268,-0.027967,0.062441,0.031301,-0.071228,1.0
63,0.038498,0.042526,-0.027819,0.062273,0.031242,-0.071177,1.0
64,0.038497,0.043059,-0.027598,0.062138,0.031202,-0.071158,1.0
65,0.038392,0.043613,-0.027275,0.062077,0.031212,-0.07114,1.0
66,0.038376,0.043775,-0.027094,0.062062,0.031226,-0.071131,1.0
67,0.038503,0.043839,-0.026765,0.062041,0.031267,-0.071099,1.0
68,0.038769,0.043649,-0.026601,0.062039,0.03132,-0.071042,1.0
69,0.038943,0.043504,-0.026595,0.062023,0.031349,-0.071,1.0
70,0.039337,0.0432,-0.026745,0.061966,0.031434,-0.070899,1.0
71,0.03974,0.042877,-0.027077,0.061907,0.031551,-0.070784,1.0
72,0.040055,0.042492,-0.027578,0.06185,0.031665,-0.070648,1.0
73,0.040181,0.042288,-0.027829,0.061817,0.031722,-0.070573,1.0
74,0.040333,0.041875,-0.028324,0.06176,0.031862,-0.070407,1.0
75,0.040379,0.041528,-0.028718,0.061746,0.032018,-0.070222,1.0
76,0.040364,0.041383,-0.028891,0.061758,0.0321,-0.070123,1.0
77,0.04029,0.041163,-0.029156,0.061779,0.032254,-0.069922,1.0
78,0.040209,0.041043,-0.029302,0.061826,0.032419,-0.069709,1.0
79,0.040186,0.041016,-0.029333,0.061845,0.032498,-0.06959,1.0
80,0.040174,0.040996,-0.029355,0.061896,0.032641,-0.069364,1.0
81,0.040184,0.040975,-0.029382,0.061929,0.032773,-0.069137,1.0
82,0.040194,0.040938,-0.029428,0.061975,0.032876,-0.068919,1.0
83,0.040199,0.04091,-0.029462,0.061999,0.032906,-0.068811,1.0
84,0.040196,0.040828,-0.029562,0.062032,0.032967,-0.068636,1.0
85,0.040193,0.040734,-0.029675,0.062058,0.033066,-0.068512,1.0
86,0.040191,0.040678,-0.029743,0.062083,0.033103,-0.068461,1.0
87,0.040181,0.040538,-0.029914,0.062129,0.033128,-0.068423,1.0
88,0.040179,0.040349,-0.030162,0.062214,0.033101,-0.068451,1.0
89,0.040194,0.040119,-0.030439,0.062264,0.033137,-0.06851,1.0
90,0.040201,0.04001,-0.030583,0.062255,0.033162,-0.068521,1.0
91,0.0402,0.03981,-0.030839,0.062255,0.033159,-0.068509,1.0
