,x1,y1,z1,x2,y2,z2,status
0,0.03094,0.04496,-0.029612,0.071275,0.035209,-0.07348,1.0
1,0.028959,0.045865,-0.029902,0.071577,0.035929,-0.07401,1.0
2,0.027929,0.046351,-0.030134,0.071848,0.036249,-0.074322,1.0
3,0.02578,0.047466,-0.030614,0.072416,0.03679,-0.074921,1.0
4,0.023537,0.048822,-0.031152,0.072822,0.037353,-0.075399,1.0
5,0.021402,0.050311,-0.031736,0.07303,0.037979,-0.075807,1.0
6,0.020365,0.050993,-0.031896,0.073058,0.038319,-0.076001,1.0
7,0.018217,0.052186,-0.031948,0.072919,0.038819,-0.076239,1.0
8,0.016518,0.053248,-0.031689,0.072355,0.039091,-0.076162,1.0
9,0.015833,0.053717,-0.031455,0.071905,0.039205,-0.076019,1.0
10,0.014731,0.054661,-0.030865,0.070729,0.03949,-0.075576,1.0
11,0.01407,0.055615,-0.030076,0.069234,0.039824,-0.074965,1.0
12,0.013657,0.056285,-0.029129,0.067439,0.040385,-0.074095,1.0
13,0.013632,0.056492,-0.028665,0.066524,0.040735,-0.073568,1.0
14,0.013736,0.056706,-0.027746,0.06479,0.041346,-0.072223,1.0
15,0.013981,0.056497,-0.026946,0.063242,0.041952,-0.070559,1.0
16,0.014161,0.056282,-0.02658,0.062607,0.042199,-0.069687,1.0
17,0.014589,0.055904,-0.025952,0.061381,0.04249,-0.06776,1.0
18,0.01509,0.055414,-0.025431,0.06025,0.042689,-0.065709,1.0
19,0.015739,0.05499,-0.025072,0.059316,0.042611,-0.063506,1.0
20,0.016078,0.054726,-0.024934,0.058973,0.042492,-0.062438,1.0
21,0.016701,0.054255,-0.024791,0.058308,0.042186,-0.060224,1.0
22,0.017259,0.053974,-0.024757,0.057904,0.041683,-0.058222,1.0
23,0.017517,0.053921,-0.024768,0.05786,0.041394,-0.057353,1.0
24,0.017985,0.053996,-0.024798,0.057812,0.040942,-0.055758,1.0
25,0.018354,0.054154,-0.024732,0.057719,0.040676,-0.054412,1.0
