,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,status
0,0.519253,-0.481077,0.706356,-0.063601,0.802471,0.593291,-0.85225,-0.352993,0.386089,0.461057,0.495271,-0.736296,0.515913,0.525491,0.676529,0.721983,-0.691783,-0.013235,1.0
1,0.522444,-0.455551,0.72078,-0.095134,0.808899,0.5802,-0.847349,-0.371693,0.379266,0.467438,0.489565,-0.736088,0.522024,0.519118,0.676761,0.713436,-0.7006,-0.01291,1.0
2,0.512827,-0.407888,0.755404,-0.155999,0.820995,0.549208,-0.844199,-0.399491,0.357398,0.468905,0.486343,-0.73729,0.527196,0.515631,0.675417,0.708654,-0.705403,-0.014616,1.0
3,0.511204,-0.355685,0.782405,-0.228346,0.821419,0.522617,-0.828569,-0.445823,0.338694,0.473376,0.481243,-0.737779,0.53138,0.511988,0.674909,0.70253,-0.711528,-0.01336,1.0
4,0.481548,-0.316517,0.817268,-0.291666,0.821479,0.490003,-0.826463,-0.474329,0.303264,0.499377,0.468776,-0.728608,0.525336,0.504901,0.684905,0.688943,-0.724791,0.005871,1.0
5,0.461685,-0.295459,0.836391,-0.327903,0.819263,0.47041,-0.824212,-0.491437,0.281359,0.514108,0.461697,-0.72286,0.521424,0.500924,0.690789,0.681034,-0.732058,0.016789,1.0
6,0.421126,-0.278917,0.863051,-0.37454,0.813147,0.445546,-0.826058,-0.510879,0.237971,0.529693,0.442411,-0.723669,0.526036,0.497942,0.689449,0.665365,-0.745872,0.031032,1.0
7,0.380679,-0.267775,0.885087,-0.408101,0.810246,0.420658,-0.829781,-0.521341,0.199164,0.550431,0.41368,-0.725185,0.524598,0.504343,0.685882,0.649478,-0.757961,0.06059,1.0
8,0.354709,-0.259865,0.898137,-0.422074,0.812645,0.401822,-0.834287,-0.52161,0.17857,0.564025,0.395703,-0.724772,0.522018,0.509209,0.684253,0.639822,-0.76428,0.080642,1.0
9,0.337718,-0.247339,0.908167,-0.433139,0.815787,0.38325,-0.835665,-0.522794,0.168374,0.579074,0.372602,-0.725147,0.504498,0.534933,0.677737,0.640432,-0.758295,0.121789,1.0
10,0.371797,-0.236262,0.897745,-0.411385,0.824993,0.387489,-0.832182,-0.513386,0.209536,0.616223,0.334497,-0.713008,0.483002,0.554576,0.677609,0.622075,-0.761943,0.180179,1.0
11,0.426025,-0.231414,0.874614,-0.347294,0.850836,0.394289,-0.835397,-0.471725,0.282109,0.648014,0.301604,-0.699365,0.462308,0.573971,0.675891,0.605266,-0.761309,0.232507,1.0
12,0.458211,-0.232036,0.858021,-0.316313,0.85956,0.401373,-0.830654,-0.455317,0.320464,0.652445,0.290941,-0.699762,0.456743,0.585859,0.669442,0.604731,-0.756387,0.249356,1.0
13,0.502929,-0.235666,0.831579,-0.27514,0.86841,0.412505,-0.819365,-0.436261,0.371908,0.667823,0.262506,-0.696492,0.454034,0.597813,0.660659,0.5898,-0.757436,0.280047,1.0
14,0.531963,-0.270353,0.802448,-0.21447,0.873742,0.43655,-0.819156,-0.404329,0.406816,0.69845,0.237785,-0.674999,0.436947,0.605292,0.665356,0.566783,-0.759657,0.318867,1.0
15,0.554941,-0.287334,0.780691,-0.189801,0.869971,0.45511,-0.809948,-0.400735,0.428246,0.708934,0.226145,-0.668034,0.432073,0.609372,0.664814,0.557426,-0.759949,0.334293,1.0
16,0.611098,-0.314854,0.72624,-0.145054,0.857406,0.493775,-0.77815,-0.40709,0.478288,0.725415,0.207616,-0.656252,0.423752,0.616616,0.663489,0.542407,-0.759394,0.359325,1.0
17,0.644545,-0.324581,0.692248,-0.111089,0.856048,0.504816,-0.756453,-0.402278,0.515704,0.737312,0.1929,-0.647425,0.414023,0.628256,0.658693,0.533811,-0.753712,0.383356,1.0
18,0.66071,-0.324204,0.677017,-0.090651,0.860857,0.500706,-0.745146,-0.392193,0.539388,0.74616,0.178497,-0.641391,0.410734,0.634781,0.654484,0.523966,-0.751791,0.400333,1.0
19,0.665468,-0.325754,0.671592,-0.083431,0.861643,0.500608,-0.741748,-0.389171,0.546218,0.747903,0.173703,-0.640677,0.411038,0.636677,0.652449,0.521237,-0.751311,0.404774,1.0
20,0.674024,-0.335144,0.658308,-0.071433,0.857412,0.509647,-0.735247,-0.390539,0.553976,0.741613,0.169454,-0.649071,0.419974,0.637208,0.646209,0.523097,-0.751831,0.401396,1.0
21,0.688011,-0.333511,0.644523,-0.061409,0.858199,0.509631,-0.723097,-0.390211,0.56997,0.724769,0.164263,-0.669124,0.439398,0.637842,0.632523,0.530696,-0.752445,0.390111,1.0
22,0.698296,-0.329051,0.635694,-0.055508,0.860512,0.506396,-0.713654,-0.3889,0.582627,0.716546,0.161621,-0.678557,0.448732,0.637967,0.625808,0.534042,-0.752911,0.384608,1.0
23,0.718776,-0.31407,0.620257,-0.046107,0.86865,0.493274,-0.69371,-0.383153,0.609884,0.710055,0.159576,-0.685825,0.457358,0.636042,0.621509,0.535392,-0.754974,0.378641,1.0
24,0.750793,-0.309611,0.58348,-0.024699,0.869566,0.493197,-0.660075,-0.3847,0.645217,0.710587,0.159907,-0.685196,0.458945,0.632811,0.623633,0.533323,-0.757614,0.37628,1.0
25,0.764041,-0.306355,0.567791,-0.01461,0.871628,0.489951,-0.645001,-0.382638,0.661484,0.710232,0.159482,-0.685664,0.460321,0.631701,0.623745,0.532611,-0.758629,0.375242,1.0
26,0.786478,-0.29946,0.540162,0.003377,0.876661,0.481095,-0.617608,-0.376547,0.690486,0.705853,0.16982,-0.6877,0.452786,0.638442,0.622395,0.544752,-0.750701,0.373755,1.0
27,0.813323,-0.300596,0.498143,0.027491,0.875092,0.483173,-0.581161,-0.379282,0.719997,0.708446,0.172703,-0.684308,0.447524,0.639817,0.624784,0.545734,-0.74887,0.375987,1.0
28,0.833613,-0.306055,0.459802,0.059948,0.877665,0.475509,-0.549084,-0.368827,0.749981,0.709466,0.173146,-0.683138,0.446866,0.639034,0.626056,0.544947,-0.749437,0.376,1.0
29,0.844559,-0.307296,0.438506,0.073215,0.877512,0.473931,-0.530431,-0.368158,0.76361,0.707692,0.177255,-0.683923,0.443706,0.641806,0.625467,0.549814,-0.746099,0.375552,1.0
30,0.855103,-0.316507,0.410634,0.093697,0.873332,0.478028,-0.509919,-0.370288,0.776445,0.704948,0.181037,-0.685764,0.440922,0.645475,0.623657,0.555548,-0.742015,0.375204,1.0
31,0.850803,-0.331902,0.407399,0.110166,0.870714,0.47929,-0.513806,-0.3629,0.777371,0.703786,0.182377,-0.686602,0.437024,0.650824,0.620835,0.560084,-0.736997,0.378338,1.0
32,0.853138,-0.341231,0.394607,0.122629,0.86639,0.484074,-0.507065,-0.364592,0.780996,0.702881,0.182292,-0.687551,0.437532,0.651308,0.61997,0.560823,-0.736591,0.378034,1.0
33,0.85666,-0.341228,0.386907,0.126164,0.865793,0.484235,-0.500216,-0.366011,0.784741,0.702752,0.182281,-0.687685,0.437665,0.651295,0.61989,0.560881,-0.736605,0.377921,1.0
34,0.857936,-0.34262,0.382825,0.132674,0.86763,0.47918,-0.496328,-0.360316,0.789829,0.7008,0.188042,-0.688127,0.430587,0.657579,0.618211,0.568747,-0.729541,0.379863,1.0
35,0.86014,-0.349285,0.371697,0.142535,0.864304,0.48235,-0.489737,-0.361909,0.793208,0.700085,0.195928,-0.686653,0.418241,0.666888,0.616711,0.578752,-0.718937,0.384933,1.0
36,0.861186,-0.353089,0.365631,0.150141,0.863948,0.480678,-0.485608,-0.359057,0.797033,0.702253,0.194964,-0.68471,0.413227,0.67155,0.615031,0.579727,-0.714848,0.391033,1.0
37,0.873064,-0.348214,0.341329,0.161375,0.866908,0.471622,-0.460127,-0.356674,0.813059,0.708654,0.18946,-0.679642,0.406769,0.677363,0.612957,0.576496,-0.710832,0.402949,1.0
38,0.886661,-0.345451,0.307401,0.178014,0.868526,0.462572,-0.426782,-0.355423,0.831583,0.710871,0.184403,-0.678717,0.400228,0.687471,0.60597,0.578341,-0.702409,0.4149,1.0
39,0.890353,-0.346337,0.2955,0.184527,0.867891,0.46121,-0.416196,-0.356112,0.836638,0.712258,0.181504,-0.678043,0.396893,0.692594,0.602319,0.578933,-0.698118,0.421268,1.0
40,0.897142,-0.351315,0.267793,0.199213,0.862841,0.464563,-0.394271,-0.363432,0.844077,0.717092,0.167907,-0.676451,0.398076,0.698006,0.59525,0.572113,-0.696128,0.433694,1.0
41,0.908845,-0.346042,0.232922,0.21018,0.862223,0.460862,-0.360309,-0.369897,0.85636,0.721152,0.155705,-0.675051,0.39955,0.702548,0.588884,0.565949,-0.694392,0.444432,1.0
42,0.914091,-0.343469,0.215555,0.218215,0.864688,0.452433,-0.341785,-0.366528,0.865354,0.723815,0.147912,-0.673953,0.400818,0.704918,0.585179,0.561637,-0.693694,0.450945,1.0
43,0.918783,-0.33812,0.203742,0.218252,0.865147,0.451537,-0.328941,-0.370397,0.868678,0.724113,0.146975,-0.673838,0.401303,0.704811,0.584975,0.560906,-0.694002,0.451381,1.0
44,0.93,-0.32258,0.176182,0.214501,0.865565,0.452533,-0.298475,-0.383065,0.874169,0.724357,0.145738,-0.673844,0.402243,0.704458,0.584755,0.559916,-0.694621,0.451657,1.0
45,0.936382,-0.311056,0.162576,0.212487,0.871085,0.442786,-0.279349,-0.380072,0.881764,0.72544,0.146291,-0.672558,0.401582,0.703627,0.586207,0.558987,-0.695346,0.451692,1.0
46,0.938803,-0.307865,0.154485,0.214068,0.872841,0.438545,-0.269854,-0.378638,0.885331,0.725294,0.146249,-0.672724,0.401747,0.703617,0.586107,0.559058,-0.695365,0.451574,1.0
47,0.950626,-0.283114,0.127105,0.202566,0.876358,0.436993,-0.235108,-0.38967,0.890438,0.725811,0.143507,-0.672757,0.402107,0.704994,0.584201,0.558127,-0.694541,0.453988,1.0
48,0.953625,-0.274751,0.122928,0.197312,0.879031,0.434018,-0.227305,-0.389635,0.892478,0.727126,0.144261,-0.671174,0.400774,0.704574,0.585624,0.557375,-0.694812,0.454498,1.0
49,0.963673,-0.247992,0.099161,0.18152,0.880484,0.437946,-0.195917,-0.404037,0.893515,0.726251,0.14388,-0.672203,0.401675,0.704733,0.584814,0.557867,-0.694729,0.45402,1.0
50,0.970491,-0.226737,0.082077,0.169402,0.883312,0.437106,-0.171607,-0.410303,0.895657,0.725275,0.143423,-0.673353,0.402769,0.704824,0.583952,0.558348,-0.694731,0.453425,1.0
51,0.974108,-0.213803,0.073482,0.161784,0.886266,0.434002,-0.157916,-0.410877,0.897909,0.723639,0.142637,-0.675277,0.404528,0.705075,0.58243,0.559198,-0.694638,0.452519,1.0
52,0.982822,-0.18059,0.038019,0.146434,0.888493,0.434897,-0.112318,-0.421859,0.899676,0.72821,0.144565,-0.669932,0.400048,0.704031,0.586771,0.55648,-0.695298,0.45485,1.0
53,0.986961,-0.159222,0.023541,0.133273,0.890445,0.435138,-0.090246,-0.426327,0.900055,0.729665,0.14515,-0.66822,0.398693,0.703613,0.588193,0.555546,-0.695599,0.455532,1.0
54,0.990581,-0.136521,0.010473,0.119579,0.899838,0.419514,-0.066697,-0.41431,0.907688,0.728645,0.144575,-0.669457,0.399887,0.703747,0.587222,0.556026,-0.695584,0.454968,1.0
55,0.994577,-0.102085,-0.019829,0.101271,0.907435,0.407805,-0.023637,-0.407602,0.912853,0.726617,0.143525,-0.671883,0.401877,0.704393,0.585085,0.557244,-0.695147,0.454145,1.0
56,0.996895,-0.062934,-0.047298,0.076678,0.912329,0.402212,0.017838,-0.40459,0.914323,0.724778,0.142585,-0.674066,0.403827,0.704767,0.583288,0.558228,-0.694961,0.453221,1.0
57,0.996825,-0.053125,-0.059304,0.072548,0.912916,0.401646,0.032802,-0.404673,0.913872,0.724033,0.142207,-0.674945,0.404662,0.704856,0.582602,0.55859,-0.694949,0.452793,1.0
58,0.996971,-0.031954,-0.070896,0.057703,0.915147,0.398969,0.052132,-0.401852,0.914219,0.727019,0.143469,-0.67146,0.402145,0.70367,0.585771,0.556527,-0.695891,0.453886,1.0
59,0.995327,-0.012352,-0.095763,0.049829,0.91522,0.399861,0.082705,-0.402764,0.911559,0.735989,0.141884,-0.661958,0.395853,0.703024,0.59081,0.5492,-0.696868,0.461253,1.0
60,0.993828,-0.004928,-0.110816,0.048797,0.916578,0.396867,0.099615,-0.399825,0.911161,0.739382,0.139568,-0.65866,0.39434,0.703156,0.591664,0.545718,-0.697202,0.464864,1.0
61,0.990693,0.014439,-0.135342,0.038878,0.92291,0.383045,0.130439,-0.384742,0.91376,0.743346,0.131971,-0.655758,0.391609,0.708914,0.586585,0.542288,-0.692837,0.475287,1.0
62,0.986541,0.038332,-0.158951,0.024767,0.925882,0.377,0.161621,-0.375862,0.912471,0.748542,0.120323,-0.652078,0.392734,0.711904,0.582195,0.534269,-0.691891,0.485635,1.0
63,0.984839,0.048182,-0.166638,0.018075,0.926914,0.374835,0.172519,-0.372165,0.911992,0.746948,0.109788,-0.655755,0.398683,0.715334,0.573888,0.53209,-0.690103,0.490547,1.0
64,0.984449,0.048502,-0.168838,0.01866,0.926817,0.375048,0.174672,-0.372366,0.9115,0.747189,0.11385,-0.654786,0.394356,0.717086,0.574691,0.534967,-0.687622,0.490902,1.0
65,0.98178,0.058465,-0.180799,0.013253,0.928103,0.372087,0.189554,-0.367704,0.910418,0.746868,0.118982,-0.65424,0.390449,0.717936,0.576295,0.538271,-0.685864,0.489747,1.0
66,0.980045,0.06976,-0.186126,0.001471,0.933819,0.35774,0.198763,-0.350875,0.915083,0.747951,0.124545,-0.651964,0.38499,0.718731,0.578971,0.540694,-0.684042,0.489627,1.0
67,0.978095,0.077824,-0.193061,-0.005741,0.937211,0.348714,0.208077,-0.339967,0.917129,0.746856,0.129017,-0.652349,0.381273,0.720658,0.579036,0.544826,-0.68118,0.489037,1.0
68,0.974643,0.088737,-0.205414,-0.014359,0.940916,0.338335,0.2233,-0.326807,0.918332,0.747565,0.126458,-0.652038,0.381981,0.721253,0.577825,0.543356,-0.681029,0.490879,1.0
69,0.973105,0.096181,-0.209317,-0.022033,0.943359,0.331041,0.229301,-0.317526,0.920107,0.749101,0.127247,-0.650119,0.380468,0.720738,0.579464,0.542301,-0.681427,0.491492,1.0
70,0.973871,0.098094,-0.204822,-0.024592,0.942148,0.334293,0.225764,-0.320521,0.919943,0.749248,0.132296,-0.64894,0.375231,0.722611,0.580546,0.545736,-0.678476,0.491774,1.0
