,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,status
0,-0.280776,-0.323014,0.903784,0.67711,-0.734042,-0.051993,0.680211,0.597363,0.424818,-0.559718,0.283585,-0.778649,-0.632787,-0.75296,0.180638,-0.535066,0.593826,0.600894,1.0
1,-0.273396,-0.34312,0.898622,0.679567,-0.73007,-0.072011,0.680766,0.590987,0.432771,-0.559555,0.283547,-0.778779,-0.632551,-0.753255,0.180236,-0.535515,0.59347,0.600846,1.0
2,-0.253728,-0.379944,0.88953,0.683732,-0.720944,-0.11291,0.684201,0.579552,0.442704,-0.55253,0.285064,-0.783229,-0.633619,-0.754168,0.172501,-0.541513,0.591582,0.597322,1.0
3,-0.235651,-0.407326,0.882356,0.687707,-0.711411,-0.144747,0.686678,0.572693,0.447766,-0.546508,0.2862,-0.78703,-0.634167,-0.755225,0.165727,-0.546954,0.589681,0.594235,1.0
4,-0.223084,-0.419493,0.879919,0.688848,-0.706528,-0.162188,0.689725,0.56995,0.446582,-0.542092,0.290175,-0.788627,-0.639039,-0.75178,0.16265,-0.545678,0.592135,0.592967,1.0
5,-0.205424,-0.445548,0.871371,0.691229,-0.696356,-0.193104,0.692822,0.562649,0.451024,-0.538412,0.294179,-0.789664,-0.643831,-0.748198,0.160248,-0.543685,0.59469,0.592241,1.0
6,-0.196481,-0.473652,0.858515,0.692123,-0.687198,-0.220735,0.694521,0.550828,0.462847,-0.53464,0.298033,-0.790781,-0.648119,-0.7451,0.15737,-0.54231,0.596657,0.591522,1.0
7,-0.17561,-0.497704,0.849382,0.68967,-0.67788,-0.254621,0.702506,0.54108,0.462294,-0.5329,0.300777,-0.790917,-0.650619,-0.743268,0.155713,-0.541028,0.597565,0.591779,1.0
8,-0.163558,-0.51036,0.844263,0.688174,-0.672211,-0.273035,0.706869,0.536344,0.461162,-0.533635,0.30025,-0.790621,-0.649252,-0.744511,0.155477,-0.541945,0.596281,0.592236,1.0
9,-0.14645,-0.54005,0.828792,0.687612,-0.657894,-0.307188,0.711155,0.5249,0.467694,-0.533005,0.299395,-0.79137,-0.64654,-0.747444,0.152682,-0.545793,0.593033,0.591963,1.0
10,-0.128007,-0.565189,0.814969,0.686807,-0.643324,-0.338274,0.715478,0.516426,0.470525,-0.533468,0.298527,-0.791386,-0.64409,-0.749831,0.151326,-0.548231,0.590452,0.592289,1.0
11,-0.1165,-0.574944,0.809856,0.684995,-0.636953,-0.353656,0.719172,0.513547,0.468039,-0.530185,0.304654,-0.791257,-0.651797,-0.743299,0.15055,-0.542275,0.595559,0.592659,1.0
12,-0.099142,-0.590779,0.800718,0.676987,-0.629795,-0.380848,0.729285,0.504318,0.46239,-0.522311,0.319601,-0.790598,-0.671066,-0.726102,0.149813,-0.526175,0.608793,0.593725,1.0
13,-0.095721,-0.602754,0.792164,0.657305,-0.635909,-0.404436,0.74752,0.481981,0.457063,-0.5133,0.337589,-0.789021,-0.694519,-0.703485,0.15083,-0.504147,0.625412,0.595561,1.0
14,-0.099975,-0.609679,0.786318,0.612577,-0.660461,-0.43421,0.784062,0.438271,0.439505,-0.510161,0.345756,-0.78752,-0.705158,-0.692385,0.152819,-0.492429,0.633289,0.59704,1.0
15,-0.099713,-0.61005,0.786063,0.592657,-0.670991,-0.445565,0.799258,0.421437,0.428457,-0.507352,0.351487,-0.786797,-0.712656,-0.684451,0.153778,-0.484473,0.638735,0.597747,1.0
16,-0.105126,-0.611992,0.783844,0.564806,-0.68549,-0.459452,0.818499,0.39442,0.41772,-0.507356,0.353708,-0.785799,-0.715645,-0.68092,0.155561,-0.480043,0.641278,0.598598,1.0
17,-0.108709,-0.615666,0.780472,0.537991,-0.696644,-0.474605,0.83591,0.368293,0.406954,-0.50361,0.353636,-0.788236,-0.716069,-0.681314,0.151836,-0.483343,0.640898,0.596345,1.0
18,-0.114276,-0.61818,0.777684,0.528589,-0.70064,-0.479265,0.84115,0.356307,0.40683,-0.503422,0.353576,-0.788383,-0.716133,-0.681267,0.15175,-0.483445,0.640982,0.596173,1.0
19,-0.128681,-0.616541,0.776735,0.510056,-0.712853,-0.481334,0.85046,0.33424,0.406201,-0.502995,0.353479,-0.7887,-0.716282,-0.681159,0.151529,-0.483668,0.64115,0.59581,1.0
20,-0.139636,-0.620877,0.771371,0.50482,-0.7148,-0.483959,0.851855,0.321825,0.413243,-0.502004,0.353585,-0.789284,-0.716706,-0.680869,0.150825,-0.48407,0.641399,0.595216,1.0
21,-0.164031,-0.61488,0.771372,0.484022,-0.731529,-0.480194,0.859543,0.294595,0.417609,-0.500613,0.353863,-0.790042,-0.717351,-0.680418,0.14979,-0.484554,0.641724,0.59447,1.0
22,-0.169933,-0.608205,0.775376,0.474889,-0.739974,-0.476358,0.863482,0.287269,0.414576,-0.499793,0.354058,-0.790473,-0.717738,-0.680148,0.149162,-0.484827,0.641904,0.594055,1.0
23,-0.174682,-0.589525,0.788635,0.436881,-0.764196,-0.474488,0.882394,0.261655,0.391044,-0.498166,0.354482,-0.79131,-0.718513,-0.679606,0.147895,-0.485353,0.642243,0.593257,1.0
24,-0.176682,-0.57079,0.801861,0.388807,-0.788895,-0.475891,0.904218,0.227688,0.361311,-0.496899,0.354842,-0.791946,-0.719122,-0.679181,0.14689,-0.485752,0.642495,0.592658,1.0
25,-0.176268,-0.564497,0.806394,0.373911,-0.796214,-0.475639,0.91056,0.21768,0.351419,-0.496647,0.35492,-0.792068,-0.719243,-0.679096,0.146685,-0.485829,0.642541,0.592545,1.0
26,-0.175592,-0.560358,0.809423,0.347695,-0.80451,-0.48153,0.921018,0.19688,0.336099,-0.496373,0.355012,-0.792199,-0.719402,-0.67897,0.14649,-0.485874,0.642624,0.592418,1.0
