,x1,y1,z1,x2,y2,z2,status
0,0.027143,0.056969,-0.02562,0.041238,0.037266,-0.04636,1.0
1,0.026186,0.056834,-0.025435,0.041064,0.037525,-0.046482,1.0
2,0.0253,0.056735,-0.025177,0.040587,0.037986,-0.046583,1.0
3,0.024891,0.056594,-0.025028,0.040323,0.038149,-0.046618,1.0
4,0.02438,0.05623,-0.024679,0.040172,0.038119,-0.046809,1.0
5,0.02425,0.055905,-0.024293,0.040451,0.037937,-0.047088,1.0
6,0.024409,0.055726,-0.024023,0.040716,0.037736,-0.047399,1.0
7,0.024525,0.055711,-0.023959,0.040769,0.037704,-0.047543,1.0
8,0.024786,0.05582,-0.023972,0.040737,0.03789,-0.047839,1.0
9,0.025058,0.055898,-0.024084,0.040714,0.038297,-0.048125,1.0
10,0.025149,0.055915,-0.024136,0.04079,0.038485,-0.048282,1.0
11,0.025217,0.055919,-0.024211,0.041109,0.038828,-0.04868,1.0
12,0.025082,0.055907,-0.024225,0.041687,0.039188,-0.049162,1.0
13,0.024981,0.055898,-0.024221,0.042074,0.039374,-0.049435,1.0
14,0.024838,0.0559,-0.024191,0.043025,0.039794,-0.050045,1.0
15,0.02484,0.055888,-0.024165,0.044144,0.040395,-0.050743,1.0
16,0.024886,0.05588,-0.024154,0.04474,0.040717,-0.051168,1.0
17,0.025026,0.055893,-0.024147,0.046042,0.04145,-0.052194,1.0
18,0.02512,0.055892,-0.024163,0.04752,0.042294,-0.053176,1.0
19,0.025142,0.055892,-0.024165,0.048793,0.043044,-0.053969,1.0
20,0.025141,0.055892,-0.024173,0.049311,0.04336,-0.054278,1.0
21,0.025111,0.055883,-0.024198,0.050052,0.043813,-0.054665,1.0
22,0.025115,0.055883,-0.024233,0.05043,0.043924,-0.054619,1.0
23,0.025119,0.055886,-0.024254,0.050516,0.043924,-0.054525,1.0
24,0.025113,0.055894,-0.024335,0.050582,0.043898,-0.054265,1.0
25,0.025101,0.055908,-0.024433,0.050536,0.043833,-0.053859,1.0
