,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,status
0,0.285253,-0.198692,0.93763,0.738322,0.669348,-0.082778,-0.611154,0.715886,0.337632,0.245475,0.375315,-0.893801,-0.11951,0.926695,0.356304,0.962007,0.019355,0.272334,1.0
1,0.288641,-0.196325,0.937092,0.737949,0.669211,-0.087099,-0.610013,0.716667,0.338039,0.236324,0.380655,-0.894008,-0.142512,0.923699,0.355625,0.961166,0.043364,0.27254,1.0
2,0.292007,-0.196555,0.936,0.737523,0.669361,-0.089525,-0.608926,0.716464,0.340422,0.226498,0.385362,-0.894535,-0.152268,0.92112,0.358259,0.962035,0.055064,0.267311,1.0
3,0.294412,-0.196735,0.935209,0.737216,0.669466,-0.09125,-0.608139,0.716317,0.342135,0.225968,0.385257,-0.894714,-0.1522,0.921154,0.358202,0.96217,0.055234,0.266787,1.0
4,0.297666,-0.200505,0.933376,0.744349,0.66094,-0.095402,-0.597778,0.723156,0.345986,0.218541,0.388097,-0.895331,-0.150079,0.919961,0.362141,0.964217,0.055228,0.259295,1.0
5,0.300943,-0.204318,0.931497,0.751414,0.652255,-0.099694,-0.587205,0.729943,0.34982,0.212579,0.388447,-0.896614,-0.148415,0.919776,0.363294,0.965806,0.055843,0.253177,1.0
6,0.3047,-0.205489,0.930016,0.75827,0.643212,-0.106312,-0.576353,0.737598,0.351804,0.209204,0.387558,-0.897792,-0.147732,0.920097,0.362762,0.966647,0.056741,0.249743,1.0
7,0.30541,-0.209204,0.928955,0.765054,0.634746,-0.108578,-0.566935,0.743862,0.35391,0.20904,0.386748,-0.89818,-0.147917,0.920409,0.361893,0.966655,0.057207,0.249609,1.0
8,0.311393,-0.211331,0.926484,0.771579,0.625338,-0.116689,-0.554706,0.751193,0.357785,0.208438,0.385313,-0.898936,-0.148397,0.920942,0.360336,0.966711,0.058292,0.249139,1.0
9,0.313029,-0.213729,0.925382,0.785018,0.606639,-0.125437,-0.534563,0.765707,0.357677,0.213486,0.383041,-0.898722,-0.14481,0.922176,0.358638,0.966153,0.05358,0.25234,1.0
10,0.311015,-0.214179,0.925956,0.791927,0.597071,-0.12789,-0.525471,0.773067,0.355312,0.21294,0.382089,-0.899256,-0.145274,0.922516,0.357572,0.966204,0.054497,0.251948,1.0
11,0.31033,-0.216474,0.925652,0.805024,0.577727,-0.134781,-0.505598,0.787,0.353553,0.219958,0.38428,-0.89663,-0.136924,0.922203,0.36165,0.965851,0.043222,0.255464,1.0
12,0.310524,-0.216027,0.925692,0.817212,0.558084,-0.143896,-0.485528,0.80117,0.349839,0.229775,0.391291,-0.891119,-0.129818,0.919758,0.370393,0.964546,0.030576,0.262134,1.0
13,0.317246,-0.211507,0.924456,0.827302,0.538263,-0.160756,-0.4636,0.815804,0.345742,0.243636,0.399113,-0.88394,-0.123827,0.916745,0.379795,0.961929,0.016924,0.272773,1.0
14,0.320492,-0.209716,0.923744,0.834647,0.523667,-0.170692,-0.447938,0.825706,0.34287,0.247956,0.400827,-0.88196,-0.119638,0.916091,0.382704,0.961355,0.010622,0.275105,1.0
15,0.328472,-0.206742,0.921608,0.844937,0.5004,-0.188892,-0.422121,0.840748,0.339052,0.260156,0.396524,-0.880389,-0.105321,0.917999,0.38234,0.959804,-0.006745,0.280585,1.0
16,0.335603,-0.197882,0.920985,0.856376,0.471371,-0.210781,-0.392416,0.859448,0.327655,0.27293,0.388918,-0.879915,-0.086012,0.920843,0.380328,0.958181,-0.02812,0.284777,1.0
17,0.33652,-0.193765,0.921525,0.861892,0.457586,-0.218529,-0.379334,0.867795,0.320992,0.275683,0.386601,-0.880078,-0.084647,0.921764,0.378397,0.957514,-0.029821,0.286839,1.0
18,0.339093,-0.186874,0.922004,0.870111,0.43491,-0.23186,-0.35766,0.880869,0.310077,0.285864,0.381888,-0.878887,-0.075034,0.923264,0.376765,0.955328,-0.041757,0.292582,1.0
19,0.34382,-0.177616,0.922084,0.875494,0.415702,-0.246374,-0.339553,0.891988,0.298428,0.294228,0.378818,-0.877454,-0.065085,0.923904,0.377047,0.953516,-0.053829,0.296494,1.0
20,0.34725,-0.171886,0.921884,0.88088,0.396981,-0.257788,-0.321661,0.901587,0.289263,0.297549,0.379102,-0.876211,-0.06002,0.923393,0.379134,0.952818,-0.060221,0.297508,1.0
21,0.349029,-0.168941,0.921757,0.881578,0.392766,-0.261828,-0.317801,0.903987,0.286021,0.299716,0.377338,-0.876233,-0.054525,0.92373,0.379141,0.952468,-0.065858,0.297431,1.0
22,0.353781,-0.167515,0.920204,0.885109,0.377995,-0.271479,-0.302356,0.910526,0.281996,0.299482,0.376968,-0.876472,-0.054274,0.92388,0.378813,0.952556,-0.065878,0.297145,1.0
23,0.355659,-0.16984,0.919053,0.885964,0.374397,-0.273666,-0.297612,0.91158,0.28363,0.299339,0.376759,-0.876611,-0.054104,0.923963,0.378635,0.952611,-0.065912,0.296963,1.0
24,0.356679,-0.174333,0.917816,0.887558,0.369861,-0.274668,-0.291581,0.912584,0.286652,0.299193,0.376533,-0.876758,-0.05399,0.924057,0.378422,0.952663,-0.065885,0.2968,1.0
25,0.359584,-0.178774,0.915826,0.886902,0.370516,-0.275901,-0.290004,0.911458,0.291787,0.299151,0.376454,-0.876806,-0.053879,0.924084,0.37837,0.952683,-0.065948,0.296723,1.0
26,0.35728,-0.18212,0.916069,0.889591,0.365181,-0.274354,-0.284566,0.912948,0.292485,0.29916,0.376457,-0.876802,-0.053815,0.924078,0.378393,0.952683,-0.066015,0.296706,1.0
27,0.355418,-0.185222,0.916171,0.892133,0.359669,-0.273378,-0.278883,0.91451,0.293076,0.299085,0.376353,-0.876872,-0.053785,0.924123,0.378288,0.952709,-0.065978,0.296633,1.0
28,0.35384,-0.187456,0.916327,0.892966,0.359137,-0.271349,-0.278221,0.914264,0.294469,0.299055,0.376289,-0.876909,-0.053644,0.924142,0.378262,0.952726,-0.06608,0.296555,1.0
29,0.351314,-0.19118,0.91653,0.893897,0.359615,-0.267626,-0.278433,0.913305,0.297234,0.299064,0.3763,-0.876902,-0.05355,0.92413,0.378304,0.952728,-0.066179,0.296526,1.0
30,0.349582,-0.194,0.916599,0.89619,0.354509,-0.266766,-0.273191,0.914705,0.297791,0.299025,0.37622,-0.87695,-0.053427,0.924158,0.378255,0.952748,-0.066254,0.296447,1.0
31,0.350174,-0.198101,0.915495,0.897872,0.349421,-0.267823,-0.266838,0.915783,0.300228,0.299003,0.376187,-0.876972,-0.053392,0.92417,0.378229,0.952757,-0.066269,0.296415,1.0
32,0.34957,-0.198964,0.91554,0.898033,0.349724,-0.266884,-0.267086,0.915481,0.30093,0.29892,0.376057,-0.877056,-0.053351,0.924226,0.378099,0.952785,-0.066229,0.296333,1.0
33,0.349149,-0.199451,0.915594,0.898053,0.350218,-0.26617,-0.26757,0.915186,0.301396,0.300416,0.378271,-0.875591,-0.054025,0.92327,0.380333,0.952276,-0.066954,0.297802,1.0
34,0.348851,-0.199825,0.915626,0.898131,0.350357,-0.265724,-0.267698,0.915051,0.301691,0.300424,0.378283,-0.875583,-0.05403,0.923264,0.380345,0.952274,-0.066957,0.29781,1.0
35,0.350924,-0.202017,0.914352,0.897656,0.350554,-0.267066,-0.266578,0.914494,0.30436,0.301875,0.38044,-0.874149,-0.054713,0.922328,0.382514,0.951776,-0.067644,0.299242,1.0
36,0.350567,-0.20203,0.914486,0.897775,0.350508,-0.266726,-0.266649,0.914509,0.304254,0.301851,0.380404,-0.874173,-0.054701,0.922343,0.382478,0.951784,-0.067633,0.299218,1.0
37,0.350601,-0.202009,0.914478,0.897758,0.350526,-0.266759,-0.266661,0.914507,0.30425,0.30186,0.380424,-0.874161,-0.054707,0.922335,0.382497,0.951781,-0.067638,0.299228,1.0
38,0.350551,-0.2021,0.914477,0.897785,0.350509,-0.26669,-0.266634,0.914493,0.304314,0.301766,0.380289,-0.874252,-0.054686,0.922395,0.382354,0.951812,-0.067572,0.299144,1.0
39,0.350367,-0.202397,0.914482,0.897856,0.350537,-0.266415,-0.266639,0.914417,0.30454,0.301757,0.380269,-0.874264,-0.05468,0.922404,0.382335,0.951815,-0.067567,0.299135,1.0
40,0.350273,-0.202599,0.914473,0.897856,0.350692,-0.266213,-0.266765,0.914313,0.304742,0.301768,0.380279,-0.874255,-0.054659,0.922397,0.382353,0.951813,-0.067596,0.299136,1.0
41,0.350213,-0.202717,0.91447,0.897861,0.350765,-0.266097,-0.266822,0.914259,0.304855,0.301768,0.380279,-0.874255,-0.054659,0.922398,0.382353,0.951813,-0.067596,0.299136,1.0
42,0.350991,-0.206938,0.913225,0.899406,0.34585,-0.26731,-0.260522,0.915184,0.307512,0.301766,0.380289,-0.874252,-0.054687,0.922395,0.382354,0.951812,-0.067572,0.299144,1.0
43,0.353103,-0.208816,0.911983,0.898707,0.346679,-0.268585,-0.260081,0.914444,0.310078,0.301779,0.380295,-0.874245,-0.054665,0.922391,0.382369,0.951809,-0.0676,0.299147,1.0
44,0.35012,-0.212783,0.912216,0.900878,0.343247,-0.265703,-0.256579,0.914824,0.31187,0.301779,0.380295,-0.874245,-0.054665,0.922391,0.382369,0.951809,-0.0676,0.299147,1.0
45,0.35014,-0.212737,0.912218,0.900661,0.343985,-0.265483,-0.257312,0.914557,0.312048,0.301779,0.380295,-0.874245,-0.054665,0.922391,0.382369,0.951809,-0.0676,0.299147,1.0
46,0.35077,-0.216739,0.911034,0.901928,0.339942,-0.26639,-0.251962,0.91513,0.314725,0.301776,0.380305,-0.874242,-0.054692,0.922389,0.38237,0.951808,-0.067576,0.299155,1.0
47,0.349577,-0.218338,0.91111,0.903125,0.337308,-0.265681,-0.249316,0.915724,0.315103,0.301776,0.380305,-0.874242,-0.054692,0.922389,0.38237,0.951808,-0.067576,0.299155,1.0
48,0.351373,-0.220974,0.909783,0.903109,0.3362,-0.267137,-0.246839,0.915499,0.317695,0.301767,0.380285,-0.874253,-0.054686,0.922397,0.382351,0.951811,-0.067571,0.299145,1.0
49,0.350855,-0.221105,0.909951,0.90315,0.336647,-0.266433,-0.247423,0.915303,0.317806,0.301765,0.380294,-0.87425,-0.054713,0.922395,0.382352,0.951811,-0.067547,0.299153,1.0
50,0.350524,-0.22148,0.909988,0.903249,0.336752,-0.265966,-0.247535,0.915173,0.318092,0.301765,0.380294,-0.87425,-0.054713,0.922395,0.382352,0.951811,-0.067547,0.299153,1.0
51,0.350112,-0.221979,0.910025,0.903455,0.33658,-0.265484,-0.247365,0.915117,0.318389,0.301765,0.380294,-0.87425,-0.054713,0.922395,0.382352,0.951811,-0.067547,0.299153,1.0
52,0.349877,-0.222263,0.910046,0.903569,0.336493,-0.265205,-0.247279,0.915079,0.318562,0.301765,0.380294,-0.87425,-0.054713,0.922395,0.382352,0.951811,-0.067547,0.299153,1.0
53,0.348143,-0.224655,0.910124,0.904102,0.337077,-0.262635,-0.24778,0.91428,0.320462,0.301765,0.380294,-0.87425,-0.054713,0.922395,0.382352,0.951811,-0.067547,0.299153,1.0
54,0.348004,-0.224832,0.910133,0.904177,0.337,-0.262476,-0.247702,0.914265,0.320566,0.301754,0.380278,-0.874261,-0.054707,0.922402,0.382336,0.951814,-0.067543,0.299143,1.0
55,0.347789,-0.225098,0.91015,0.904282,0.336918,-0.26222,-0.247621,0.91423,0.320729,0.301754,0.380278,-0.874261,-0.054708,0.922402,0.382336,0.951814,-0.067543,0.299143,1.0
56,0.345863,-0.227739,0.910226,0.904901,0.337427,-0.259414,-0.248056,0.913387,0.322785,0.301754,0.380278,-0.874261,-0.054708,0.922402,0.382336,0.951814,-0.067543,0.299143,1.0
57,0.345636,-0.22802,0.910242,0.905021,0.337303,-0.259157,-0.247935,0.913363,0.322947,0.301766,0.380289,-0.874252,-0.054686,0.922396,0.382354,0.951812,-0.067572,0.299144,1.0
58,0.343682,-0.230694,0.910308,0.905643,0.337808,-0.256312,-0.24838,0.912505,0.325025,0.301766,0.380289,-0.874252,-0.054686,0.922396,0.382354,0.951812,-0.067572,0.299144,1.0
