,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,status
0,-0.596918,0.11206,0.794437,0.361519,-0.846405,0.391026,0.716235,0.520615,0.464723,-0.217348,-0.367432,-0.904296,-0.463283,-0.77661,0.426901,-0.859143,0.511731,-0.001431,1.0
1,-0.652507,0.064982,0.75499,0.379775,-0.83412,0.400016,0.655747,0.54774,0.519591,-0.226184,-0.353121,-0.907824,-0.454978,-0.785768,0.419002,-0.861298,0.507812,0.017065,1.0
2,-0.670842,0.052805,0.739717,0.373526,-0.837641,0.398541,0.640663,0.543662,0.5422,-0.232076,-0.343832,-0.909901,-0.461108,-0.784765,0.414154,-0.856458,0.515677,0.023581,1.0
3,-0.705112,0.006331,0.709067,0.382417,-0.838683,0.387771,0.597138,0.544581,0.588945,-0.251051,-0.322569,-0.912645,-0.495894,-0.766858,0.407452,-0.831301,0.554867,0.03256,1.0
4,-0.760709,-0.092255,0.642502,0.418093,-0.826801,0.376294,0.496507,0.554877,0.667526,-0.277606,-0.293746,-0.914683,-0.54385,-0.736804,0.401678,-0.791935,0.608959,0.044787,1.0
5,-0.81211,-0.167849,0.558841,0.414587,-0.839924,0.350206,0.410603,0.516094,0.751699,-0.291028,-0.273339,-0.916835,-0.561845,-0.726826,0.395035,-0.774359,0.630086,0.057953,1.0
6,-0.828169,-0.190645,0.527056,0.408211,-0.849539,0.334133,0.384054,0.49187,0.781386,-0.30052,-0.258742,-0.918008,-0.574744,-0.71899,0.390796,-0.761155,0.645062,0.06736,1.0
7,-0.844284,-0.205634,0.494871,0.392504,-0.866009,0.309786,0.364861,0.455786,0.81187,-0.323645,-0.220239,-0.920188,-0.61136,-0.693581,0.381028,-0.722143,0.685885,0.089829,1.0
8,-0.862561,-0.208943,0.460793,0.368521,-0.88348,0.289229,0.346669,0.41929,0.839056,-0.353089,-0.165371,-0.920858,-0.654898,-0.659226,0.369497,-0.668158,0.733534,0.124464,1.0
9,-0.870696,-0.2189,0.44042,0.360711,-0.892954,0.269294,0.334327,0.393338,0.856452,-0.366012,-0.130323,-0.921439,-0.675712,-0.6436,0.359432,-0.639881,0.754184,0.147504,1.0
10,-0.896327,-0.240756,0.372335,0.340183,-0.911993,0.229221,0.284381,0.332119,0.899346,-0.383454,-0.059373,-0.921649,-0.692161,-0.642217,0.329347,-0.611453,0.764219,0.205165,1.0
11,-0.910597,-0.249024,0.329849,0.322791,-0.926933,0.19131,0.258107,0.280679,0.924445,-0.400072,0.019343,-0.916279,-0.689706,-0.664734,0.287111,-0.603528,0.746829,0.279283,1.0
12,-0.910918,-0.262061,0.31867,0.328243,-0.928255,0.174923,0.249967,0.263942,0.931585,-0.424169,0.114768,-0.89828,-0.685876,-0.688415,0.235917,-0.591314,0.716179,0.370721,1.0
13,-0.910092,-0.261361,0.321593,0.328058,-0.928539,0.173756,0.253199,0.263635,0.930798,-0.436438,0.159342,-0.885511,-0.687893,-0.693468,0.214254,-0.579934,0.702646,0.412266,1.0
14,-0.907291,-0.256048,0.333558,0.32558,-0.929759,0.171884,0.266118,0.264549,0.926927,-0.46554,0.22301,-0.856468,-0.69078,-0.696521,0.194115,-0.553259,0.682,0.478309,1.0
15,-0.904751,-0.261902,0.335905,0.333034,-0.926619,0.17454,0.265544,0.269783,0.925582,-0.488395,0.270679,-0.829579,-0.698075,-0.691629,0.185307,-0.523603,0.669612,0.526743,1.0
16,-0.904028,-0.262713,0.337214,0.334838,-0.925585,0.176562,0.265736,0.27253,0.924722,-0.499248,0.290204,-0.816414,-0.699626,-0.690874,0.18225,-0.51115,0.662173,0.547952,1.0
17,-0.899781,-0.264267,0.347213,0.339708,-0.923663,0.177323,0.273847,0.277503,0.920868,-0.519599,0.326957,-0.789376,-0.695587,-0.698379,0.168597,-0.49616,0.636683,0.590304,1.0
18,-0.895205,-0.264987,0.358313,0.343943,-0.922083,0.177386,0.28339,0.282036,0.916594,-0.535114,0.358643,-0.764871,-0.692253,-0.705097,0.153694,-0.484187,0.611728,0.625579,1.0
19,-0.891428,-0.26581,0.367015,0.346513,-0.921756,0.17405,0.292034,0.282329,0.913786,-0.545705,0.37567,-0.74905,-0.684399,-0.715595,0.139713,-0.483532,0.588892,0.647612,1.0
20,-0.890457,-0.265511,0.36958,0.34733,-0.92127,0.174994,0.29402,0.284191,0.912571,-0.547701,0.389826,-0.740309,-0.686162,-0.715585,0.130835,-0.478752,0.579631,0.659411,1.0
21,-0.890626,-0.26489,0.369619,0.347523,-0.920707,0.177553,0.293279,0.286585,0.912061,-0.556519,0.418403,-0.71779,-0.682454,-0.722947,0.107713,-0.473858,0.549804,0.687876,1.0
22,-0.890665,-0.264409,0.369869,0.347553,-0.920428,0.178938,0.293125,0.287923,0.911689,-0.566731,0.431703,-0.701746,-0.677752,-0.728575,0.099145,-0.468474,0.531798,0.705494,1.0
23,-0.890512,-0.264353,0.370276,0.347703,-0.920326,0.179171,0.293411,0.2883,0.911478,-0.571312,0.430218,-0.698937,-0.674849,-0.73091,0.101724,-0.467097,0.529793,0.707911,1.0
24,-0.892526,-0.263834,0.365769,0.346289,-0.920495,0.181027,0.288928,0.288234,0.912929,-0.578683,0.426386,-0.695212,-0.672033,-0.732263,0.11028,-0.462057,0.531023,0.710294,1.0
25,-0.890547,-0.269624,0.366373,0.352228,-0.918382,0.180301,0.287857,0.289613,0.912832,-0.573416,0.428416,-0.698321,-0.675666,-0.729348,0.107361,-0.463324,0.533395,0.707686,1.0
26,-0.892292,-0.274539,0.358388,0.355437,-0.91666,0.182748,0.278349,0.29045,0.915511,-0.570251,0.418833,-0.706676,-0.674999,-0.729189,0.112512,-0.468177,0.541166,0.698533,1.0
27,-0.891935,-0.279746,0.355236,0.359922,-0.914798,0.183302,0.273692,0.291351,0.916627,-0.57071,0.415673,-0.70817,-0.67213,-0.731903,0.112061,-0.471731,0.539937,0.697091,1.0
28,-0.888731,-0.290767,0.354415,0.370706,-0.910648,0.182472,0.269691,0.293553,0.917111,-0.564408,0.417896,-0.711902,-0.675201,-0.729848,0.10688,-0.474916,0.541002,0.694097,1.0
29,-0.890685,-0.291528,0.348841,0.370391,-0.910267,0.184996,0.263607,0.29398,0.918741,-0.559346,0.419548,-0.714919,-0.677678,-0.728121,0.102914,-0.477371,0.54205,0.691591,1.0
30,-0.890491,-0.292087,0.348869,0.371057,-0.909935,0.185292,0.263327,0.294451,0.918671,-0.558983,0.419952,-0.714966,-0.678391,-0.727428,0.103116,-0.476783,0.542667,0.691512,1.0
31,-0.890771,-0.292897,0.347473,0.371801,-0.909364,0.186602,0.261325,0.295411,0.918934,-0.560683,0.419424,-0.713944,-0.678052,-0.727455,0.105134,-0.475267,0.543038,0.692264,1.0
32,-0.891037,-0.295037,0.344971,0.372781,-0.909241,0.185237,0.25901,0.293652,0.920152,-0.563331,0.413604,-0.715254,-0.67643,-0.727972,0.111794,-0.474447,0.546797,0.689863,1.0
33,-0.891902,-0.296363,0.34158,0.37269,-0.909529,0.184005,0.256145,0.291419,0.921663,-0.561877,0.411349,-0.717694,-0.676445,-0.727864,0.112405,-0.476146,0.548639,0.687225,1.0
