,x1,y1,z1,x2,y2,z2,status
0,0.072944,0.054498,-0.01232,0.09309,0.03929,-0.055524,1.0
1,0.072896,0.054646,-0.012506,0.09309,0.039293,-0.055527,1.0
2,0.072891,0.054726,-0.012684,0.09309,0.039297,-0.055524,1.0
3,0.072896,0.054739,-0.012774,0.093085,0.039294,-0.055526,1.0
4,0.07289,0.054798,-0.012979,0.093085,0.039291,-0.055529,1.0
5,0.072867,0.054929,-0.013251,0.09309,0.039284,-0.055536,1.0
6,0.072858,0.055,-0.013418,0.093085,0.03928,-0.055539,1.0
7,0.072847,0.055139,-0.013834,0.093074,0.039278,-0.055547,1.0
8,0.072842,0.055316,-0.014347,0.093069,0.039275,-0.05555,1.0
9,0.072879,0.055558,-0.014883,0.093063,0.039274,-0.05555,1.0
10,0.072901,0.055669,-0.015133,0.093063,0.039278,-0.055553,1.0
11,0.072976,0.055831,-0.015571,0.093058,0.03929,-0.055556,1.0
12,0.073163,0.055905,-0.015872,0.093057,0.039294,-0.055559,1.0
13,0.073267,0.055918,-0.015963,0.093058,0.03929,-0.055556,1.0
14,0.073522,0.055938,-0.016057,0.093063,0.039288,-0.055558,1.0
15,0.073754,0.05596,-0.016077,0.093063,0.039284,-0.055562,1.0
16,0.073962,0.055969,-0.016091,0.093057,0.039278,-0.055574,1.0
17,0.074056,0.055976,-0.016105,0.093063,0.039274,-0.055578,1.0
18,0.07424,0.056008,-0.016164,0.093068,0.039268,-0.055584,1.0
19,0.074422,0.056057,-0.016268,0.093063,0.039274,-0.055578,1.0
20,0.074521,0.056091,-0.016313,0.093063,0.039275,-0.055577,1.0
21,0.074774,0.056177,-0.016338,0.093073,0.039272,-0.05558,1.0
22,0.075098,0.056233,-0.016298,0.09311,0.039266,-0.055588,1.0
23,0.075431,0.056243,-0.016283,0.093153,0.039264,-0.055592,1.0
24,0.075575,0.056238,-0.016302,0.093179,0.039263,-0.055601,1.0
25,0.075795,0.056158,-0.016326,0.093231,0.039232,-0.055638,1.0
26,0.075977,0.056084,-0.016326,0.093289,0.039174,-0.055708,1.0
27,0.07604,0.056051,-0.01631,0.093336,0.039129,-0.055765,1.0
28,0.076109,0.055981,-0.016247,0.093472,0.039021,-0.055948,1.0
29,0.076152,0.055912,-0.016167,0.093645,0.038882,-0.056203,1.0
30,0.076222,0.055831,-0.016065,0.093837,0.038735,-0.056522,1.0
31,0.076271,0.055787,-0.015997,0.093926,0.038672,-0.056683,1.0
32,0.076462,0.055721,-0.015831,0.094065,0.038593,-0.056988,1.0
33,0.076824,0.05572,-0.015595,0.094123,0.038614,-0.057243,1.0
34,0.07703,0.055701,-0.015471,0.09413,0.038652,-0.057355,1.0
35,0.077473,0.055609,-0.015265,0.094102,0.038777,-0.057537,1.0
36,0.077999,0.055501,-0.015092,0.094064,0.038933,-0.05764,1.0
37,0.078571,0.055412,-0.014964,0.094039,0.039056,-0.057684,1.0
38,0.078835,0.055375,-0.014928,0.094033,0.039093,-0.057683,1.0
39,0.079352,0.055403,-0.014897,0.094022,0.039137,-0.057649,1.0
40,0.07988,0.055529,-0.014876,0.094022,0.039177,-0.057603,1.0
41,0.080124,0.055579,-0.014874,0.094022,0.0392,-0.057589,1.0
42,0.080635,0.055684,-0.014856,0.094027,0.039215,-0.057575,1.0
43,0.081054,0.055754,-0.014856,0.094021,0.039214,-0.057582,1.0
44,0.081365,0.05577,-0.014904,0.094016,0.039207,-0.057589,1.0
45,0.081453,0.05576,-0.014933,0.094021,0.039207,-0.057589,1.0
46,0.081512,0.055739,-0.01497,0.094027,0.03921,-0.057586,1.0
47,0.08138,0.055692,-0.015,0.094022,0.039202,-0.05758,1.0
48,0.081262,0.055675,-0.01501,0.094016,0.039202,-0.05758,1.0
49,0.080924,0.055651,-0.015042,0.094016,0.039215,-0.057575,1.0
50,0.080534,0.055619,-0.015053,0.094016,0.039231,-0.05756,1.0
51,0.08014,0.055557,-0.01505,0.094006,0.039273,-0.057505,1.0
52,0.079937,0.055516,-0.015056,0.093995,0.039313,-0.057467,1.0
53,0.079545,0.055442,-0.015064,0.093958,0.039415,-0.057363,1.0
54,0.079152,0.055376,-0.01508,0.09391,0.039512,-0.057255,1.0
55,0.078952,0.055348,-0.015089,0.093878,0.039538,-0.057209,1.0
56,0.078533,0.055257,-0.015116,0.093811,0.03955,-0.057152,1.0
57,0.078041,0.055184,-0.01513,0.093731,0.039543,-0.057155,1.0
58,0.077786,0.055161,-0.01512,0.093704,0.039542,-0.057162,1.0
59,0.077262,0.055159,-0.015044,0.093646,0.039545,-0.057157,1.0
60,0.076831,0.055271,-0.014884,0.093588,0.039559,-0.057148,1.0
61,0.076601,0.055554,-0.01459,0.093486,0.039609,-0.057138,1.0
62,0.076556,0.055735,-0.014391,0.093421,0.03967,-0.057127,1.0
63,0.076562,0.056163,-0.01392,0.093291,0.039868,-0.057082,1.0
64,0.076599,0.056637,-0.013444,0.09317,0.04018,-0.057016,1.0
65,0.076599,0.056825,-0.013216,0.093125,0.040359,-0.056972,1.0
66,0.07658,0.057147,-0.012704,0.093051,0.040749,-0.056884,1.0
67,0.076522,0.057472,-0.012095,0.093055,0.041162,-0.056814,1.0
68,0.076436,0.057695,-0.011477,0.093088,0.041678,-0.056754,1.0
69,0.076385,0.057757,-0.01121,0.093109,0.041991,-0.056702,1.0
70,0.076279,0.057748,-0.010872,0.093163,0.042644,-0.056501,1.0
71,0.076188,0.057626,-0.010853,0.093242,0.043266,-0.056147,1.0
72,0.076155,0.057568,-0.010938,0.093298,0.043593,-0.055912,1.0
73,0.076123,0.057498,-0.011173,0.093422,0.044198,-0.055367,1.0
74,0.076148,0.057422,-0.011395,0.093623,0.044833,-0.054779,1.0
75,0.076188,0.057351,-0.011608,0.093945,0.045427,-0.054252,1.0
76,0.076222,0.057326,-0.011715,0.094139,0.045674,-0.054016,1.0
77,0.07628,0.057299,-0.01192,0.094501,0.046094,-0.053613,1.0
78,0.076307,0.057266,-0.012099,0.09482,0.046443,-0.053287,1.0
79,0.076314,0.057239,-0.012184,0.094976,0.046601,-0.053154,1.0
80,0.076319,0.057207,-0.012347,0.095238,0.046874,-0.052944,1.0
81,0.076321,0.057192,-0.012487,0.095398,0.047079,-0.05276,1.0
82,0.076327,0.057168,-0.01255,0.095433,0.047154,-0.052673,1.0
83,0.076337,0.057102,-0.012636,0.095437,0.047266,-0.052528,1.0
84,0.076344,0.057051,-0.012709,0.095416,0.047353,-0.052436,1.0
85,0.076356,0.057024,-0.012795,0.095339,0.047437,-0.052343,1.0
86,0.076365,0.057013,-0.012833,0.095262,0.047456,-0.052305,1.0
87,0.076378,0.056979,-0.012885,0.095078,0.047369,-0.052278,1.0
88,0.076378,0.056953,-0.012908,0.094811,0.047067,-0.052329,1.0
89,0.076374,0.056947,-0.012913,0.09466,0.046937,-0.05241,1.0
90,0.076367,0.056961,-0.01292,0.09436,0.046731,-0.052666,1.0
91,0.076367,0.05696,-0.012928,0.094095,0.046582,-0.052858,1.0
92,0.076372,0.056964,-0.012931,0.093872,0.04663,-0.052958,1.0
