,x1,y1,z1,x2,y2,z2,status
0,0.018744,0.057294,-0.015444,0.108268,0.04696,-0.054914,1.0
1,0.018748,0.057426,-0.015412,0.1081,0.046968,-0.055019,1.0
2,0.018743,0.057615,-0.01535,0.107849,0.046994,-0.05522,1.0
3,0.018681,0.057788,-0.015326,0.10766,0.04697,-0.055423,1.0
4,0.01863,0.057823,-0.015317,0.107591,0.046926,-0.055543,1.0
5,0.018529,0.057783,-0.015354,0.107471,0.046819,-0.055871,1.0
6,0.018532,0.057899,-0.015444,0.107274,0.046759,-0.056341,1.0
7,0.018661,0.057953,-0.015506,0.106934,0.046803,-0.056947,1.0
8,0.018752,0.057921,-0.015528,0.106702,0.046874,-0.057273,1.0
9,0.018869,0.057882,-0.015572,0.106165,0.04711,-0.057914,1.0
10,0.018988,0.057864,-0.015592,0.105579,0.047406,-0.058487,1.0
11,0.019071,0.057827,-0.015594,0.105274,0.047564,-0.058745,1.0
12,0.019286,0.057739,-0.015585,0.104678,0.047831,-0.059131,1.0
13,0.019552,0.05775,-0.015573,0.103945,0.04799,-0.059368,1.0
14,0.019675,0.057668,-0.015559,0.103134,0.047972,-0.059468,1.0
15,0.01966,0.057522,-0.015561,0.102741,0.04792,-0.05949,1.0
16,0.019647,0.057439,-0.015568,0.101994,0.047771,-0.059537,1.0
17,0.019523,0.057595,-0.015437,0.101352,0.047601,-0.059617,1.0
18,0.019418,0.057682,-0.015364,0.101062,0.047516,-0.059661,1.0
19,0.019204,0.058079,-0.015128,0.100509,0.047373,-0.059734,1.0
20,0.019052,0.058808,-0.014776,0.100064,0.047266,-0.059793,1.0
21,0.018984,0.059459,-0.014364,0.09975,0.047185,-0.059835,1.0
22,0.018949,0.059652,-0.014201,0.099644,0.047145,-0.059857,1.0
23,0.018902,0.059893,-0.013911,0.099529,0.047085,-0.05989,1.0
24,0.01879,0.059956,-0.01372,0.09952,0.04706,-0.059905,1.0
25,0.018709,0.06,-0.013662,0.09954,0.047065,-0.059902,1.0
26,0.018588,0.060227,-0.013533,0.099558,0.047081,-0.059881,1.0
27,0.018486,0.060483,-0.013352,0.099527,0.04709,-0.059876,1.0
28,0.018445,0.060568,-0.013254,0.099499,0.047089,-0.059875,1.0
29,0.01848,0.060665,-0.013087,0.099448,0.047091,-0.059873,1.0
30,0.01844,0.060576,-0.012933,0.099437,0.047089,-0.05988,1.0
31,0.018442,0.060339,-0.0128,0.099457,0.047068,-0.059893,1.0
32,0.018462,0.0602,-0.012714,0.099463,0.047054,-0.059907,1.0
