,x1,y1,z1,x2,y2,z2,status
0,0.04047,0.070679,-0.004044,0.069564,0.059738,-0.011643,1.0
1,0.040455,0.070678,-0.00417,0.069581,0.060132,-0.012096,1.0
2,0.040441,0.070675,-0.004272,0.06962,0.060366,-0.012443,1.0
3,0.040357,0.070678,-0.004615,0.069597,0.060773,-0.013205,1.0
4,0.040255,0.070683,-0.005143,0.069445,0.061215,-0.014098,1.0
5,0.040209,0.070667,-0.005443,0.069432,0.061449,-0.014598,1.0
6,0.040116,0.07056,-0.006063,0.0695,0.061709,-0.015659,1.0
7,0.040014,0.070454,-0.006747,0.069456,0.061706,-0.016842,1.0
8,0.039958,0.070408,-0.007089,0.069437,0.061667,-0.017422,1.0
9,0.039802,0.070326,-0.007813,0.069445,0.061483,-0.018589,1.0
10,0.039621,0.070237,-0.008524,0.069291,0.061183,-0.019682,1.0
11,0.039459,0.070125,-0.009167,0.068952,0.061212,-0.020754,1.0
12,0.039389,0.070075,-0.009449,0.068723,0.061383,-0.021274,1.0
13,0.039286,0.07002,-0.009937,0.068282,0.062072,-0.022143,1.0
14,0.039235,0.070026,-0.010302,0.067953,0.063097,-0.022848,1.0
15,0.039229,0.070046,-0.010435,0.067812,0.063604,-0.023174,1.0
16,0.03923,0.070095,-0.01059,0.067518,0.064412,-0.023796,1.0
17,0.039245,0.070099,-0.010608,0.067318,0.065118,-0.024567,1.0
18,0.039247,0.070023,-0.010529,0.06744,0.065305,-0.025523,1.0
19,0.039251,0.06999,-0.010492,0.067585,0.065207,-0.026139,1.0
20,0.039223,0.069932,-0.010489,0.067935,0.064786,-0.027509,1.0
21,0.03911,0.069859,-0.010591,0.068398,0.0642,-0.029025,1.0
22,0.039037,0.069807,-0.010683,0.068609,0.063962,-0.029799,1.0
23,0.038888,0.069718,-0.010924,0.068911,0.063612,-0.031397,1.0
24,0.038664,0.069582,-0.011149,0.069205,0.063526,-0.032972,1.0
25,0.038519,0.069507,-0.011279,0.06943,0.063527,-0.033825,1.0
26,0.038202,0.069383,-0.011595,0.069921,0.0634,-0.035539,1.0
27,0.037821,0.069247,-0.011956,0.070298,0.06307,-0.037184,1.0
28,0.037499,0.069071,-0.012306,0.070392,0.062442,-0.038709,1.0
29,0.037352,0.068949,-0.0125,0.070326,0.061896,-0.039469,1.0
30,0.03711,0.068671,-0.012878,0.070149,0.060502,-0.041056,1.0
