,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,status
0,0.259018,-0.764703,0.590031,0.354911,0.643497,0.678195,-0.898302,0.033744,0.438079,0.214494,0.407039,-0.887868,0.120994,0.890951,0.437683,0.969201,-0.201307,0.141855,1.0
1,0.263115,-0.761382,0.592509,0.351567,0.647588,0.676039,-0.898426,0.030431,0.438067,0.221442,0.396332,-0.891001,0.118678,0.895941,0.428024,0.967924,-0.200525,0.151363,1.0
2,0.272421,-0.755763,0.59549,0.33818,0.654619,0.676097,-0.900788,0.0172,0.433916,0.211823,0.38801,-0.896982,0.087787,0.906545,0.412878,0.973356,-0.166201,0.157964,1.0
3,0.274804,-0.754884,0.595509,0.326786,0.655813,0.680528,-0.904263,0.007592,0.426906,0.193802,0.38481,-0.902419,0.05612,0.914005,0.401802,0.979433,-0.128513,0.15554,1.0
4,0.272378,-0.756015,0.595189,0.325829,0.654503,0.682246,-0.905342,0.008101,0.424604,0.188755,0.38289,-0.904304,0.051696,0.915706,0.398508,0.980662,-0.121969,0.15305,1.0
5,0.272214,-0.756135,0.595112,0.327889,0.654344,0.681411,-0.904647,0.009641,0.42605,0.181067,0.379953,-0.90711,0.047697,0.917878,0.393984,0.982312,-0.114604,0.148075,1.0
6,0.267355,-0.758102,0.594812,0.326023,0.652044,0.684504,-0.906768,0.010917,0.421487,0.173089,0.375638,-0.910458,0.050501,0.919811,0.389097,0.98361,-0.113328,0.140239,1.0
7,0.258371,-0.762354,0.593346,0.3211,0.647051,0.691534,-0.911119,0.011852,0.411971,0.169907,0.375148,-0.91126,0.045075,0.920779,0.387471,0.984428,-0.106909,0.139537,1.0
8,0.256703,-0.763292,0.592864,0.320931,0.645932,0.692657,-0.91165,0.012461,0.410777,0.171334,0.37737,-0.910074,0.044099,0.91987,0.389735,0.984225,-0.106908,0.140964,1.0
9,0.268428,-0.759011,0.593167,0.317419,0.651069,0.689458,-0.9095,0.003213,0.41569,0.179887,0.382905,-0.906103,0.039444,0.917581,0.395586,0.982895,-0.106901,0.149957,1.0
10,0.276199,-0.762585,0.584959,0.317735,0.646863,0.693262,-0.907059,-0.005616,0.420963,0.189766,0.385448,-0.903004,0.040689,0.915839,0.399477,0.980985,-0.112549,0.158112,1.0
11,0.279454,-0.76815,0.576064,0.320975,0.640189,0.697949,-0.904919,-0.010143,0.42546,0.191915,0.384031,-0.903154,0.046363,0.915685,0.399212,0.980315,-0.118488,0.157929,1.0
